tile_id,classe,generic_clip_lr,generic_clip_sr,remote_clip_lr,remote_clip_sr
tile_0052,vegetacao cultivada,1.6536210477352142,1.6536210477352142,1.391361653804779,1.391361653804779
tile_0053,vegetacao cultivada,1.6176027059555054,1.6536210477352142,1.3645052909851074,1.391361653804779
tile_0054,vegetacao cultivada,1.748615801334381,1.6112048923969269,1.6265493631362915,1.3695883750915527
tile_0055,vegetacao cultivada,1.808197945356369,1.4747197926044464,1.7207624018192291,1.5031465888023376
tile_0056,vegetacao cultivada,1.7388151586055756,1.5835191309452057,1.5720930695533752,1.2956202030181885
tile_0057,vegetacao cultivada,1.6306684911251068,1.6336609423160553,1.4562538266181946,1.4326640963554382
tile_0058,vegetacao cultivada,1.587895005941391,1.5725725889205933,1.457848697900772,1.4572684466838837
tile_0059,vegetacao cultivada,1.7920589447021484,1.6474972665309906,1.6482079029083252,1.319602131843567
tile_0060,campo,1.6418804228305817,1.5991777181625366,1.4429739117622375,1.2894529104232788
tile_0061,campo,1.6592103242874146,1.6167628765106201,1.3298316299915314,1.3769161701202393
tile_0062,area edificada,1.7775726318359375,1.8459486961364746,1.1575236916542053,1.2664763629436493
tile_0063,area edificada,1.8138445913791656,1.85842826962471,1.2373097240924835,1.2026135623455048
tile_0064,area edificada,1.692107766866684,1.8184824287891388,1.1183787882328033,1.2500038743019104
tile_0065,area edificada,1.7773419618606567,1.8459486961364746,1.2201803922653198,1.2664763629436493
tile_0066,area edificada,1.8138445913791656,1.85842826962471,1.2373097240924835,1.2026135623455048
tile_0067,vegetacao cultivada,1.5830539166927338,1.7135308682918549,1.3643594086170197,1.4319320023059845
tile_0068,campo,1.6403281688690186,1.6592103242874146,1.218518316745758,1.3298316299915314
tile_0069,campo,1.6592103242874146,1.6592103242874146,1.3298316299915314,1.3298316299915314
tile_0070,campo,1.659390926361084,1.617378294467926,1.269366592168808,1.304774284362793
tile_0071,vegetacao cultivada,1.6176027059555054,1.6176027059555054,1.3645052909851074,1.3645052909851074
tile_0072,campo,1.6651014983654022,1.6305162012577057,1.399596631526947,1.3397566974163055
tile_0073,campo,1.6109073162078857,1.5880367159843445,1.235819011926651,1.212087720632553
tile_0074,campo,1.6777046024799347,1.677653193473816,1.4138653874397278,1.381269246339798
tile_0075,campo,1.606745570898056,1.6165505349636078,1.3086679577827454,1.3047641515731812
tile_0076,vegetacao cultivada,1.5334856510162354,1.612955629825592,1.3782867789268494,1.352938562631607
tile_0077,vegetacao cultivada,1.736927181482315,1.6256572306156158,1.6697673499584198,1.4013108611106873
tile_0078,floresta,1.6118253767490387,1.6180232167243958,1.2329426407814026,1.1832807958126068
tile_0079,area edificada,1.7773419618606567,1.8459486961364746,1.2201803922653198,1.2664763629436493
tile_0080,area edificada,1.8138445913791656,1.8184824287891388,1.2373097240924835,1.2500038743019104
tile_0081,area edificada,1.7651450634002686,1.7936930060386658,0.8742690086364746,0.9884639084339142
tile_0082,area edificada,1.8138445913791656,1.8184824287891388,1.2373097240924835,1.2500038743019104
tile_0083,floresta,1.6234210133552551,1.6519622504711151,1.1891145259141922,1.2165607511997223
tile_0084,floresta,1.4113935828208923,1.6017134487628937,1.5765613317489624,1.1082196235656738
tile_0085,vegetacao cultivada,1.360665112733841,1.6176027059555054,1.3272836804389954,1.3645052909851074
tile_0086,campo,1.6793784499168396,1.6675776243209839,1.4553780853748322,0.9800130128860474
tile_0087,campo,1.7261534929275513,1.6592103242874146,1.3657814264297485,1.3298316299915314
tile_0088,campo,1.488114595413208,1.6592103242874146,1.7428584396839142,1.3298316299915314
tile_0089,campo,1.644543707370758,1.6592103242874146,1.2548023462295532,1.3298316299915314
tile_0090,campo,1.6793784499168396,1.617378294467926,1.4553780853748322,1.304774284362793
tile_0091,vegetacao cultivada,1.6451013088226318,1.5914826095104218,1.4547394216060638,1.2927830219268799
tile_0092,campo,1.617378294467926,1.5675882995128632,1.304774284362793,1.4255526661872864
tile_0093,campo,1.5832555294036865,1.6109073162078857,1.4572934806346893,1.235819011926651
tile_0094,campo,1.6153839230537415,1.6165505349636078,1.2620732188224792,1.3047641515731812
tile_0095,vegetacao cultivada,1.6176027059555054,1.6577748954296112,1.3645052909851074,1.390795111656189
tile_0096,vegetacao cultivada,1.5947312116622925,1.6176027059555054,1.330018937587738,1.3645052909851074
tile_0097,campo,1.6426578164100647,1.6426578164100647,1.2787306308746338,1.2787306308746338
tile_0098,area edificada,1.8459486961364746,1.8459486961364746,1.2664763629436493,1.2664763629436493
tile_0099,area edificada,1.7291954159736633,1.7639662325382233,1.1077642440795898,1.1154133081436157
tile_0100,area edificada,1.8138445913791656,1.8038997054100037,1.2373097240924835,0.8923270553350449
tile_0101,terreno exposto,1.4406196773052216,1.4766883850097656,1.2232709676027298,1.2339310348033905
tile_0102,area edificada,1.8138445913791656,1.8459486961364746,1.2373097240924835,1.2664763629436493
tile_0103,campo,1.6033172607421875,1.7192748188972473,1.4448046684265137,0.9661328047513962
tile_0104,campo,1.5966679155826569,1.617378294467926,1.419423520565033,1.304774284362793
tile_0105,campo,1.617378294467926,1.617378294467926,1.304774284362793,1.304774284362793
tile_0106,campo,1.6458335518836975,1.617378294467926,1.4012493193149567,1.304774284362793
tile_0107,campo,1.617378294467926,1.6165505349636078,1.304774284362793,1.3047641515731812
tile_0108,campo,1.7126967012882233,1.5980526804924011,1.3656914234161377,1.3394713401794434
tile_0109,campo,1.694585233926773,1.6305162012577057,1.5549492835998535,1.3397566974163055
tile_0110,floresta,1.6380369663238525,1.6245082020759583,1.3086913526058197,1.1489564180374146
tile_0111,campo,1.606745570898056,1.6305162012577057,1.3086679577827454,1.3397566974163055
tile_0112,campo,1.6385889053344727,1.677653193473816,1.2843121588230133,1.381269246339798
tile_0113,vegetacao cultivada,1.6205418109893799,1.7143742740154266,1.6156235337257385,1.5830609202384949
tile_0114,vegetacao cultivada,1.7717218399047852,1.619485765695572,1.8238425254821777,1.3460075855255127
tile_0115,campo,1.617378294467926,1.617378294467926,1.304774284362793,1.304774284362793
tile_0116,area edificada,1.8289706110954285,1.8184824287891388,1.2885746359825134,1.2500038743019104
tile_0117,area edificada,1.7823044955730438,1.85842826962471,1.205090582370758,1.2026135623455048
tile_0118,campo,1.5970192849636078,1.617378294467926,1.2519331276416779,1.304774284362793
tile_0119,floresta,1.6575905680656433,1.3313139975070953,1.3842019438743591,1.3820293545722961
tile_0120,floresta,1.6234210133552551,1.6266034543514252,1.1891145259141922,1.1853380501270294
tile_0121,vegetacao cultivada,1.5689393877983093,1.6069300472736359,1.3623103499412537,1.3300380110740662
tile_0122,vegetacao cultivada,1.6898754239082336,1.5624910593032837,1.416531652212143,1.3804517686367035
tile_0123,campo,1.5398836135864258,1.6385889053344727,1.4422625303268433,1.2843121588230133
tile_0124,campo,1.617378294467926,1.617378294467926,1.304774284362793,1.304774284362793
tile_0125,campo,1.6385889053344727,1.6165505349636078,1.2843121588230133,1.3047641515731812
tile_0126,campo,1.557442843914032,1.6109073162078857,1.1999306082725525,1.235819011926651
tile_0127,campo,1.617378294467926,1.6109073162078857,1.304774284362793,1.235819011926651
tile_0128,floresta,1.6535376012325287,1.5593783557415009,1.2531088292598724,1.201820895075798
tile_0129,campo,1.7617011070251465,1.585860252380371,1.704130470752716,1.2110547721385956
tile_0130,campo,1.6777046024799347,1.5750783681869507,1.4138653874397278,1.5919128060340881
tile_0131,floresta,1.5681660175323486,1.566731482744217,1.4494362473487854,1.355702131986618
tile_0132,campo,1.606745570898056,1.617378294467926,1.3086679577827454,1.304774284362793
tile_0133,vegetacao cultivada,1.7424510419368744,1.6086162626743317,1.602122187614441,1.292223185300827
tile_0134,campo,1.6381743550300598,1.6880567371845245,1.3723328709602356,0.9491334110498428
tile_0135,campo,1.617378294467926,1.6426578164100647,1.304774284362793,1.2787306308746338
tile_0136,campo,1.617378294467926,1.6205206513404846,1.304774284362793,1.355700045824051
tile_0137,vegetacao cultivada,1.6451013088226318,1.5914826095104218,1.4547394216060638,1.2927830219268799
tile_0138,vegetacao cultivada,1.5644873678684235,1.6336609423160553,1.4132060110569,1.4326640963554382
tile_0139,vegetacao cultivada,1.8097515404224396,1.6050375998020172,1.6872422397136688,1.350163072347641
tile_0140,vegetacao cultivada,1.5689393877983093,1.6175375878810883,1.3623103499412537,1.3463765382766724
tile_0141,vegetacao cultivada,1.6176027059555054,1.6256572306156158,1.3645052909851074,1.4013108611106873
tile_0142,vegetacao cultivada,1.5914826095104218,1.619485765695572,1.2927830219268799,1.3460075855255127
tile_0143,campo,1.612880825996399,1.6458335518836975,1.3024869561195374,1.4012493193149567
tile_0144,campo,1.6760648787021637,1.679711639881134,1.5908122062683105,1.3646531105041504
tile_0145,campo,1.617378294467926,1.717921793460846,1.304774284362793,1.344572901725769
tile_0146,massa dagua,1.6406446695327759,1.5613174438476562,1.4455026388168335,1.2474329769611359
tile_0147,massa dagua,1.5916872024536133,1.445181518793106,1.2250745296478271,1.142304390668869
tile_0148,floresta,1.6234210133552551,1.6033406555652618,1.1891145259141922,1.115102469921112
tile_0149,vegetacao cultivada,1.7920589447021484,1.6176027059555054,1.6482079029083252,1.3645052909851074
tile_0150,campo,1.617378294467926,1.6165505349636078,1.304774284362793,1.3047641515731812
tile_0151,campo,1.7994751036167145,1.5984921157360077,1.5640690922737122,1.2406444549560547
tile_0152,campo,1.6080203652381897,1.617378294467926,1.411544680595398,1.304774284362793
tile_0153,vegetacao cultivada,1.6005748510360718,1.619485765695572,1.3629105687141418,1.3460075855255127
tile_0154,vegetacao cultivada,1.6176027059555054,1.6176027059555054,1.3645052909851074,1.3645052909851074
tile_0155,vegetacao cultivada,1.7245101928710938,1.5914826095104218,1.5564854443073273,1.2927830219268799
tile_0156,vegetacao cultivada,1.6050375998020172,1.6113319993019104,1.350163072347641,1.2326958775520325
tile_0157,vegetacao cultivada,1.7267459630966187,1.6176027059555054,1.5435338020324707,1.3645052909851074
tile_0158,campo,1.6986297070980072,1.6777046024799347,1.458686739206314,1.4138653874397278
tile_0159,campo,1.63050577044487,1.6458335518836975,1.4177747070789337,1.4012493193149567
tile_0160,campo,1.606745570898056,1.6109073162078857,1.3086679577827454,1.235819011926651
tile_0161,campo,1.6808541119098663,1.617378294467926,0.950927808880806,1.304774284362793
tile_0162,massa dagua,1.4252947270870209,1.4913444221019745,1.2116295844316483,1.170744001865387
tile_0163,massa dagua,1.445181518793106,1.445181518793106,1.142304390668869,1.142304390668869
tile_0164,massa dagua,1.6204170882701874,1.4913444221019745,1.6139288246631622,1.170744001865387
tile_0165,massa dagua,1.4913444221019745,1.4913444221019745,1.170744001865387,1.170744001865387
tile_0166,massa dagua,1.6704332828521729,1.4260396361351013,1.5417733788490295,1.1264760047197342
tile_0167,floresta,1.6234210133552551,1.6150514781475067,1.1891145259141922,1.2831279635429382
tile_0168,vegetacao cultivada,1.6256572306156158,1.6274665296077728,1.4013108611106873,1.3802331686019897
tile_0169,vegetacao cultivada,1.6176027059555054,1.6176027059555054,1.3645052909851074,1.3645052909851074
tile_0170,vegetacao cultivada,1.6130128502845764,1.6176027059555054,1.4129853248596191,1.3645052909851074
tile_0171,vegetacao cultivada,1.808197945356369,1.564183086156845,1.7207624018192291,1.379680335521698
tile_0172,campo,1.617378294467926,1.6777046024799347,1.304774284362793,1.4138653874397278
tile_0173,campo,1.6033172607421875,1.4814166724681854,1.4448046684265137,1.3760103285312653
tile_0174,vegetacao cultivada,1.6255983710289001,1.619485765695572,1.400320827960968,1.3460075855255127
tile_0175,vegetacao cultivada,1.612955629825592,1.4670273661613464,1.352938562631607,1.3875895738601685
tile_0176,campo,1.5008676052093506,1.6004636883735657,1.4949654042720795,1.2253030389547348
tile_0177,campo,1.6105927526950836,1.6362282633781433,1.4314979314804077,1.3021084666252136
tile_0178,vegetacao cultivada,1.6428561508655548,1.6176027059555054,1.1236964911222458,1.3645052909851074
tile_0179,vegetacao cultivada,1.4613592624664307,1.612955629825592,1.3421034812927246,1.352938562631607
tile_0180,massa dagua,1.4471451938152313,1.4463870227336884,1.3955450057983398,1.1780773848295212
tile_0181,massa dagua,1.584392637014389,1.4471451938152313,1.2180664390325546,1.3955450057983398
tile_0182,massa dagua,1.546783447265625,1.3844048976898193,1.3779368996620178,1.2006602436304092
tile_0183,massa dagua,1.4913444221019745,1.445181518793106,1.170744001865387,1.142304390668869
tile_0184,massa dagua,1.584392637014389,1.4956247806549072,1.2180664390325546,1.533346176147461
tile_0185,floresta,1.5681660175323486,1.6033406555652618,1.4494362473487854,1.115102469921112
tile_0186,vegetacao cultivada,1.6719573736190796,1.612955629825592,1.4861628413200378,1.352938562631607
tile_0187,vegetacao cultivada,1.5689393877983093,1.6069300472736359,1.3623103499412537,1.3300380110740662
tile_0188,campo,1.682964563369751,1.6165505349636078,1.168552190065384,1.3047641515731812
tile_0189,campo,1.6777046024799347,1.606745570898056,1.4138653874397278,1.3086679577827454
tile_0190,campo,1.6975198686122894,1.606745570898056,1.3557153940200806,1.3086679577827454
tile_0191,vegetacao cultivada,1.6577748954296112,1.612955629825592,1.390795111656189,1.352938562631607
tile_0192,vegetacao cultivada,1.612955629825592,1.6493090987205505,1.352938562631607,1.4197316765785217
tile_0193,vegetacao cultivada,1.6176027059555054,1.6176027059555054,1.3645052909851074,1.3645052909851074
tile_0194,campo,1.606745570898056,1.617378294467926,1.3086679577827454,1.304774284362793
tile_0195,campo,1.617378294467926,1.6004636883735657,1.304774284362793,1.2253030389547348
tile_0196,vegetacao cultivada,1.7066414654254913,1.5913793444633484,1.3983488082885742,1.3192026317119598
tile_0197,vegetacao cultivada,1.590435951948166,1.6274665296077728,1.388443410396576,1.3802331686019897
tile_0198,massa dagua,1.6491533815860748,1.4457239210605621,1.578584909439087,1.136978268623352
tile_0199,massa dagua,1.6377219557762146,1.4703625440597534,1.5006105601787567,1.3846783339977264
tile_0200,massa dagua,1.6406446695327759,1.445181518793106,1.4455026388168335,1.142304390668869
tile_0201,massa dagua,1.6032510995864868,1.5194213390350342,1.573903113603592,1.496710628271103
tile_0202,vegetacao cultivada,1.6176027059555054,1.6176027059555054,1.3645052909851074,1.3645052909851074
tile_0203,floresta,1.5259498357772827,1.6288478672504425,1.5241310000419617,1.2828084826469421
tile_0204,floresta,1.6126389801502228,1.613461673259735,1.3976457715034485,1.1762870103120804
tile_0205,vegetacao cultivada,1.5378612279891968,1.6050375998020172,1.4315412938594818,1.350163072347641
tile_0206,campo,1.5845942497253418,1.6165505349636078,1.3658015429973602,1.3047641515731812
tile_0207,vegetacao cultivada,1.6336609423160553,1.612955629825592,1.4326640963554382,1.352938562631607
tile_0208,vegetacao cultivada,1.5644873678684235,1.595466136932373,1.4132060110569,1.2682020664215088
tile_0209,vegetacao cultivada,1.5689393877983093,1.6086162626743317,1.3623103499412537,1.292223185300827
tile_0210,campo,1.617378294467926,1.617378294467926,1.304774284362793,1.304774284362793
tile_0211,campo,1.617378294467926,1.617378294467926,1.304774284362793,1.304774284362793
tile_0212,campo,1.617378294467926,1.6165505349636078,1.304774284362793,1.3047641515731812
tile_0213,campo,1.410098671913147,1.6732990741729736,1.3646547496318817,1.4492446184158325
tile_0214,floresta,1.6126389801502228,1.6288478672504425,1.3976457715034485,1.2828084826469421
tile_0215,campo,1.694585233926773,1.6165505349636078,1.5549492835998535,1.3047641515731812
tile_0216,vegetacao cultivada,1.6821330785751343,1.5284788608551025,1.4203861355781555,1.3253667950630188
tile_0217,vegetacao cultivada,1.6176027059555054,1.5914826095104218,1.3645052909851074,1.2927830219268799
tile_0218,massa dagua,1.6406446695327759,1.3090752065181732,1.4455026388168335,1.1980484426021576
tile_0219,massa dagua,1.572372317314148,1.4633908867835999,1.5063922107219696,1.283300518989563
tile_0220,vegetacao cultivada,1.7229945957660675,1.6256572306156158,1.56510591506958,1.4013108611106873
tile_0221,campo,1.638820767402649,1.6509032249450684,1.4763468503952026,1.3920846581459045
tile_0222,campo,1.612880825996399,1.585860252380371,1.3024869561195374,1.2110547721385956
tile_0223,vegetacao cultivada,1.6176027059555054,1.595466136932373,1.3645052909851074,1.2682020664215088
tile_0224,vegetacao cultivada,1.7679761350154877,1.4964327216148376,1.6905218362808228,1.554018259048462
tile_0225,vegetacao cultivada,1.6255627572536469,1.590435951948166,1.2246819585561752,1.388443410396576
tile_0226,vegetacao cultivada,1.6176027059555054,1.6176027059555054,1.3645052909851074,1.3645052909851074
tile_0227,vegetacao cultivada,1.5689393877983093,1.6493090987205505,1.3623103499412537,1.4197316765785217
tile_0228,floresta,1.6234210133552551,1.6234210133552551,1.1891145259141922,1.1891145259141922
tile_0229,campo,1.6777046024799347,1.6305162012577057,1.4138653874397278,1.3397566974163055
tile_0230,floresta,1.638149917125702,1.620156615972519,1.4510144293308258,1.1847245693206787
tile_0231,floresta,1.6234210133552551,1.650615781545639,1.1891145259141922,1.315835416316986
tile_0232,vegetacao cultivada,1.521182358264923,1.5914826095104218,1.371375173330307,1.2927830219268799
tile_0233,campo,1.763187199831009,1.585860252380371,1.639806479215622,1.2110547721385956
tile_0234,campo,1.617378294467926,1.5984921157360077,1.304774284362793,1.2406444549560547
tile_0235,massa dagua,1.4984454214572906,1.3057619333267212,1.2559866905212402,1.2308186292648315
tile_0236,massa dagua,1.3844048976898193,1.474422663450241,1.2006602436304092,1.2801671028137207
tile_0237,massa dagua,1.6264386475086212,1.3390642404556274,1.385027915239334,1.3421645760536194
tile_0238,vegetacao cultivada,1.6176027059555054,1.5689393877983093,1.3645052909851074,1.3623103499412537
tile_0239,vegetacao cultivada,1.5644873678684235,1.6176027059555054,1.4132060110569,1.3645052909851074
tile_0240,campo,1.6458335518836975,1.5984921157360077,1.4012493193149567,1.2406444549560547
tile_0241,vegetacao cultivada,1.6176027059555054,1.6256572306156158,1.3645052909851074,1.4013108611106873
tile_0242,massa dagua,1.495324820280075,1.4805564284324646,1.22149258852005,1.2469227612018585
tile_0243,campo,1.6793784499168396,1.466166228055954,1.4553780853748322,1.4994674921035767
tile_0244,vegetacao cultivada,1.6176027059555054,1.6086162626743317,1.3645052909851074,1.292223185300827
tile_0245,vegetacao cultivada,1.61056250333786,1.6336609423160553,1.4712576568126678,1.4326640963554382
tile_0246,campo,1.764831691980362,1.606745570898056,1.6363577544689178,1.3086679577827454
tile_0247,campo,1.5767285227775574,1.6109073162078857,1.1470471322536469,1.235819011926651
tile_0248,floresta,1.6126389801502228,1.6288478672504425,1.3976457715034485,1.2828084826469421
tile_0249,vegetacao cultivada,1.7229945957660675,1.619485765695572,1.56510591506958,1.3460075855255127
tile_0250,vegetacao cultivada,1.7245101928710938,1.5914826095104218,1.5564854443073273,1.2927830219268799
tile_0251,vegetacao cultivada,1.6898754239082336,1.7245101928710938,1.416531652212143,1.5564854443073273
tile_0252,vegetacao cultivada,1.6176027059555054,1.6176027059555054,1.3645052909851074,1.3645052909851074
tile_0253,massa dagua,1.4252947270870209,1.47782564163208,1.2116295844316483,1.201053038239479
tile_0254,massa dagua,1.3488532602787018,1.4463870227336884,1.3071699440479279,1.1780773848295212
tile_0255,vegetacao cultivada,1.7098698019981384,1.6176027059555054,1.4814969897270203,1.3645052909851074
tile_0256,massa dagua,1.445181518793106,1.5624496340751648,1.142304390668869,1.4239490032196045
tile_0257,vegetacao cultivada,1.511603444814682,1.6336609423160553,1.5353111922740936,1.4326640963554382
tile_0258,vegetacao cultivada,1.6176027059555054,1.6274665296077728,1.3645052909851074,1.3802331686019897
tile_0259,vegetacao cultivada,1.6289259493350983,1.6176027059555054,1.5971368551254272,1.3645052909851074
tile_0260,campo,1.5558099746704102,1.7478054761886597,1.4229744672775269,1.463460922241211
tile_0261,campo,1.6165505349636078,1.5984921157360077,1.3047641515731812,1.2406444549560547
tile_0262,floresta,1.638149917125702,1.6318497061729431,1.4510144293308258,1.198974847793579
tile_0263,campo,1.6793784499168396,1.6205206513404846,1.4553780853748322,1.355700045824051
tile_0264,campo,1.799784004688263,1.6109073162078857,1.7886461317539215,1.235819011926651
tile_0265,campo,1.5520265698432922,1.6680699586868286,1.5083709359169006,1.4173583686351776
tile_0266,campo,1.6429154574871063,1.6732990741729736,1.5278567373752594,1.4492446184158325
tile_0267,vegetacao cultivada,1.6176027059555054,1.6176027059555054,1.3645052909851074,1.3645052909851074
tile_0268,floresta,1.6633443534374237,1.6288478672504425,1.4690181612968445,1.2828084826469421
tile_0269,vegetacao cultivada,1.6176027059555054,1.6050375998020172,1.3645052909851074,1.350163072347641
tile_0270,vegetacao cultivada,1.6256572306156158,1.6176027059555054,1.4013108611106873,1.3645052909851074
tile_0271,massa dagua,1.5194213390350342,1.445181518793106,1.496710628271103,1.142304390668869
tile_0272,massa dagua,1.4750193059444427,1.4879308640956879,1.370680034160614,1.3141822814941406
tile_0273,vegetacao cultivada,1.5644873678684235,1.6336609423160553,1.4132060110569,1.4326640963554382
tile_0274,campo,1.617378294467926,1.4550969004631042,1.304774284362793,1.522204428911209
tile_0275,vegetacao cultivada,1.6176027059555054,1.590435951948166,1.3645052909851074,1.388443410396576
tile_0276,vegetacao cultivada,1.6289259493350983,1.6176027059555054,1.5971368551254272,1.3645052909851074
tile_0277,vegetacao cultivada,1.5346454083919525,1.619485765695572,1.4188164472579956,1.3460075855255127
tile_0278,vegetacao cultivada,1.612955629825592,1.6362762451171875,1.352938562631607,1.4137563109397888
tile_0279,campo,1.5520265698432922,1.4814166724681854,1.5083709359169006,1.3760103285312653
tile_0280,vegetacao cultivada,1.6050375998020172,1.590435951948166,1.350163072347641,1.388443410396576
tile_0281,vegetacao cultivada,1.6451013088226318,1.6176027059555054,1.4547394216060638,1.3645052909851074
tile_0282,campo,1.612880825996399,1.6426578164100647,1.3024869561195374,1.2787306308746338
tile_0283,campo,1.606745570898056,1.6732990741729736,1.3086679577827454,1.4492446184158325
tile_0284,campo,1.6793784499168396,1.6559499502182007,1.4553780853748322,1.4271950721740723
tile_0285,vegetacao cultivada,1.6658872365951538,1.6176027059555054,1.607268750667572,1.3645052909851074
tile_0286,floresta,1.609690636396408,1.6288478672504425,1.2888669967651367,1.2828084826469421
tile_0287,vegetacao cultivada,1.5474364161491394,1.6176027059555054,1.4281760156154633,1.3645052909851074
tile_0288,campo,1.617378294467926,1.6281753778457642,1.304774284362793,1.3147294521331787
tile_0289,massa dagua,1.3844048976898193,1.474422663450241,1.2006602436304092,1.2801671028137207
tile_0290,vegetacao cultivada,1.808197945356369,1.6256572306156158,1.7207624018192291,1.4013108611106873
tile_0291,vegetacao cultivada,1.6176027059555054,1.6577748954296112,1.3645052909851074,1.390795111656189
tile_0292,campo,1.617378294467926,1.617378294467926,1.304774284362793,1.304774284362793
