tile_id,caption_lr,caption_sr,caption_gt,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
tile_0010,"The image shows a bridge and a roundabout, with the bridge being located at the top left and the roundabout being close to it. The land cover type visible is a bridge and a roundabout.","The image shows a mix of land cover types, including buildings, trees, and a bridge.","The image shows a mix of land cover types, including buildings, trees, and a bridge.",0.22857142857142856,1.0,0.36,1.0,0.35555622734430326,1.0000000000000007
tile_0011,"The image shows a mix of land cover types, including trees, water, and a single bridge.","The image shows a mix of land cover types, including trees, a bridge, and a roundabout.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.8125,0.8125,0.8387096774193549,0.8387096774193549,0.6914890639979083,0.7357532581618298
tile_0012,"The image shows a mix of land cover types, including trees, a dam, and a road.","The image shows a mix of land cover types, including trees, a road, and a bridge.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.875,0.8125,0.9032258064516129,0.9032258064516129,0.8586557982260813,0.8586557982260813
tile_0013,"The image shows a remote sensing scene with a mix of land cover types, including a large area of green grass, some trees, and a few buildings.","The image shows a mix of land cover types, including grass, trees, and a road.","The image shows a mix of land cover types, including a building, trees, and a road, with the majority of the area being covered in trees.",0.6296296296296297,0.41626459427782614,0.6415094339622641,0.6829268292682926,0.5244813521703414,0.6781852547783024
tile_0014,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007
tile_0015,"The image shows a remote sensing scene with a mix of land cover types, including a building, trees, and a road.","The image shows a mix of land cover types, including trees, a bridge, and a road.","The image shows a mix of land cover types, including trees, a golf field, and a road.",0.7142857142857143,0.8806997463876336,0.7894736842105262,0.9090909090909091,0.6423938003975326,0.8037311277734124
tile_0016,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a golf field, and a road.","The image shows a mix of land cover types, including trees, a golf field, and a road.",0.75,1.0,0.8108108108108107,1.0,0.6423938003975326,1.0000000000000007
tile_0017,"The image shows a mix of land cover types, including a large area of green grass, some trees, and a few buildings.","The image shows a field of green grass in the center, with some trees at the top.","The image shows a mix of land cover types, including a building, trees, and a road.",0.6363636363636364,0.29411764705882354,0.7368421052631579,0.3636363636363636,0.5883222437492268,0.2766422500644635
tile_0018,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, grass, and water, with some trees located at the top left, bottom left, and center of the image.","The image shows a mix of land cover types, including trees, a road, and a building.",0.8107727203607354,0.41379310344827586,0.9032258064516129,0.5333333333333333,0.8586557982260813,0.5839912862245801
tile_0019,The image shows a land cover type of trees at the bottom right.,"The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a building.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.4616790333940838,0.6190476190476191,0.5714285714285715,0.7777777777777778,0.4354805056807227,0.6862931425636344
tile_0020,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, grass, and a single building.","The image shows a mix of land cover types, including trees, a dam, and a road.",0.8731398526961766,0.8125,0.9032258064516129,0.8125,0.8586557982260813,0.6914890639979083
tile_0021,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The remote sensing image shows a mix of land cover types, including trees, water, and a single building.","The image shows a mix of land cover types, including trees, a road, and a building.",0.7,0.7777777777777778,0.8333333333333334,0.823529411764706,0.6862931425636344,0.7195469560601188
tile_0022,"The image shows a remote sensing scene with a mix of land cover types, including trees, a roundabout, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.6666666666666666,1.0,0.7777777777777778,1.0,0.6862931425636344,1.0000000000000007
tile_0023,"The image shows a bridge and some trees, with the bridge being located at the center and the trees being present at the bottom right.","The image shows a mix of land cover types, including trees, buildings, and a bridge.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.24,0.9333333333333333,0.3,0.9333333333333333,0.28318517429454887,0.8586557982260813
tile_0024,"The image shows a mix of land cover types, including trees, a building, and a road.","The image shows a mix of land cover types, including baseball fields, buildings, and trees.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.875,0.8,0.9032258064516129,0.8666666666666667,0.8586557982260813,0.8037311277734124
tile_0025,"The image shows a mix of land cover types, including a golf field, trees, and a bridge.","The image shows a mix of land cover types, including baseball fields, buildings, and trees.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.7647058823529411,0.7484055880252942,0.787878787878788,0.8387096774193549,0.6498878806507876,0.7523197619890015
tile_0026,"The image shows a mix of land cover types, including buildings, houses, and trees, with some roads and a small vehicle present.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.6818181818181818,1.0,0.7894736842105263,1.0,0.6855066381734242,1.0000000000000007
tile_0027,"The image shows a mix of land cover types, including trees, buildings, and a bridge.","The image shows a mix of land cover types, including baseball fields, buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.9333333333333333,0.8823529411764706,0.9333333333333333,0.9375,0.8586557982260813,0.8757463061376463
tile_0028,"The image shows a mix of land cover types, including buildings, roads, and trees, with a bridge and an overpass present.","The image shows a mix of land cover types, including buildings, houses, trees, and a bridge.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.6666666666666666,0.9375,0.7567567567567567,0.9375,0.6281533807253077,0.8680942667801238
tile_0029,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007
tile_0030,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a road, and a field.","The image shows a mix of land cover types, including trees, fields, and a road.",0.9333333333333333,0.8125,0.9333333333333333,0.9032258064516129,0.8586557982260813,0.8586557982260813
tile_0031,The image shows a land cover type of trees at the top left.,"The image shows a mix of land cover types, including trees, buildings, and a bridge.","The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.39584541262629164,0.816828431106751,0.5333333333333333,0.9375,0.4143149501753323,0.9317157650164152
tile_0032,"The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.8823529411764706,1.0,0.9375,1.0,0.9317157650164152,1.0000000000000007
tile_0033,"The image shows a mix of land cover types, including a bridge, an expressway-toll-station, and various types of trees.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.631578947368421,1.0,0.7222222222222222,1.0,0.6259291788750431,1.0000000000000007
tile_0034,"The image shows a mix of land cover types, including trees, buildings, and a bridge.","The image shows a mix of land cover types, including trees, buildings, and a golf course.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.9333333333333333,0.875,0.9333333333333333,0.9032258064516129,0.8586557982260813,0.8037311277734124
tile_0035,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, a bridge, and a golf field.","The image shows a mix of land cover types, including trees, buildings, and a road.",1.0,0.7647058823529411,1.0,0.8125,1.0000000000000007,0.6914890639979083
tile_0036,The image shows a land cover type with a mix of trees and a road.,"The image shows a mix of land cover types, including trees, a dam, and a golf field.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.7333333333333333,0.7647058823529411,0.8000000000000002,0.8125,0.670886800175419,0.6914890639979083
tile_0037,"The image shows a mix of land cover types, including trees, a road, and a large swimming pool.","The image shows a mix of land cover types, including trees, a road, and a roundabout.","The image shows a mix of land cover types, including trees, a road, and a bridge.",0.8333333333333334,0.9375,0.8823529411764706,0.9375,0.7581559064446654,0.8586557982260813
tile_0038,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, water, and a bridge.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and a building.",0.9,0.6209938024972841,0.9,0.7428571428571429,0.791528979180192,0.5951143166387044
tile_0039,"The image shows a mix of land cover types, including a golf field, trees, and a bridge.","The image shows a mix of land cover types, including trees, a bridge, and a dam.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.7647058823529411,0.8125,0.8125,0.8387096774193549,0.6914890639979083,0.7357532581618298
tile_0040,The image shows a land cover type of trees at the bottom right.,"The image shows a mix of land cover types, including trees, a golf field, and a road.","The image shows a mix of land cover types, including trees, fields, and a bridge.",0.4616790333940838,0.7647058823529411,0.5714285714285715,0.8125,0.4354805056807227,0.6914890639979083
tile_0041,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, crops, and possibly urban areas, with some regions appearing more densely populated than others.","The image shows a mix of land cover types, including trees, fields, and a road.",0.7,0.48,0.8,0.6,0.6862931425636344,0.4697338011645164
tile_0042,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, grass, and a building.","The image shows a mix of land cover types, including trees, buildings, and a road.",1.0,0.8666666666666667,1.0,0.8666666666666667,1.0000000000000007,0.7357532581618298
tile_0043,"The image shows a mix of land cover types, including a baseball field, buildings, and trees.","The image shows a mix of land cover types, including baseball fields, buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.8125,0.8888888888888888,0.875,0.9411764705882353,0.7523197619890015,0.8831282039194525
tile_0044,"The image shows a mix of land cover types, including buildings, houses, trees, and a roundabout.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.9375,1.0,0.9375,1.0,0.8680942667801238,1.0000000000000007
tile_0045,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a bridge.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a bridge.",0.7894736842105263,0.9333333333333333,0.8823529411764706,0.9333333333333333,0.8287857939569991,0.8586557982260813
tile_0046,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a single groundtrackfield.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",1.0,0.8823529411764706,1.0,0.9090909090909091,1.0000000000000007,0.8159466395833364
tile_0047,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.9355069850316178,1.0,0.967741935483871,1.0,0.9317157650164152,1.0000000000000007
tile_0048,"The image shows a bridge and a building, with the bridge being located at the center and the building being located at the top. The land cover type visible is a bridge.","The image shows a mix of land cover types, including buildings, trees, and a bridge.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.25,0.9333333333333333,0.3404255319148936,0.9333333333333333,0.2627050765012578,0.8586557982260813
tile_0049,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007
tile_0050,"The image shows a mix of land cover types, including a golf field, trees, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.8235294117647058,1.0,0.8749999999999999,1.0,0.8037311277734124,1.0000000000000007
tile_0051,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a road, and a building.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.7894736842105263,0.8125,0.8823529411764706,0.9032258064516129,0.8287857939569991,0.8586557982260813
tile_0052,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007
tile_0053,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.8751733190429475,0.8751733190429475,0.9375,0.9375,0.9317157650164152,0.9317157650164152
tile_0054,"The image shows a land cover type of trees at the bottom left, with some trees at the bottom right.","The image shows a mix of land cover types, including trees, a pond, and a road.","The image shows a mix of land cover types, including trees, a road, and a large body of water.",0.3499999999999999,0.7254004784078503,0.41025641025641024,0.8571428571428572,0.3276593324045092,0.7601848470620625
tile_0055,The image shows a land cover type of trees at the bottom right.,"The image shows a bridge and some trees in the center, with the bridge being the most prominent feature.","The image shows a mix of land cover types, including trees, a bridge, and a road.",0.4274968157481276,0.2631578947368421,0.5517241379310345,0.39999999999999997,0.4354805056807227,0.35596877267464505
tile_0056,"The image shows a mix of land cover types, including trees, grass, and possibly buildings or roads.","The image shows a mix of land cover types, including trees, a road, and a bridge.","The image shows a mix of land cover types, including trees, a road, and a building.",0.7058823529411765,0.9375,0.7272727272727272,0.9375,0.6226326941910715,0.8586557982260813
tile_0057,"The image shows a coastal area with a mix of land cover types, including a golf field and trees.","The image shows a mix of land cover types, including trees, a dam, and a golf field.","The image shows a mix of land cover types, including trees, a dam, and a road.",0.6842105263157895,0.8823529411764706,0.7999999999999999,0.9090909090909091,0.6226326941910715,0.8037311277734124
tile_0058,"The image shows a mix of land cover types, including trees, shrubs, and a building, with some trees located at the top right corner of the image.","The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a golf field.","The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.48148148148148145,0.6666666666666666,0.5909090909090909,0.7368421052631577,0.5747970114153481,0.5365999097663299
tile_0059,The image shows a land cover type of trees at the top.,"The image shows a mix of land cover types, including trees, water, and a single bridge.","The image shows a mix of land cover types, including trees, a road, and a field.",0.4179765978347104,0.8125,0.5714285714285715,0.8125,0.4616980536470274,0.6914890639979083
tile_0060,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and a building.","The image shows a mix of land cover types, including trees, a river, and a bridge.","The image shows a mix of land cover types, including trees, fields, and a roundabout.",0.65,0.8125,0.7428571428571429,0.8387096774193549,0.5951143166387044,0.7357532581618298
tile_0061,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, buildings, and a ground track field.","The image shows a mix of land cover types, including trees, buildings, and a road.",1.0,0.8235294117647058,1.0,0.8749999999999999,1.0000000000000007,0.7581559064446654
tile_0062,"The image shows a mix of land cover types, including trees, buildings, and a bridge.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.8731398526961766,1.0,0.9032258064516129,1.0,0.8037311277734124,1.0000000000000007
tile_0063,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a bridge.","The image shows a mix of land cover types, including buildings, houses, trees, and a soccer ball field.",0.7641487028727831,0.8273408461730583,0.8484848484848485,0.8823529411764706,0.7195469560601189,0.7721927900513825
tile_0064,"The image shows a mix of land cover types, including buildings, houses, and trees, with some roads and a roundabout present.","The image shows a mix of land cover types, including buildings, houses, trees, and a single road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.7142857142857143,0.9411764705882353,0.8108108108108109,0.9696969696969697,0.7111900739967162,0.9361362641191208
tile_0065,"The image shows a mix of land cover types, including buildings, trees, and a roundabout.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.8731398526961766,1.0,0.9032258064516129,1.0,0.8037311277734124,1.0000000000000007
tile_0066,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a bridge.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.9355069850316178,0.9375,0.967741935483871,0.9375,0.9317157650164152,0.8680942667801238
tile_0067,"The image shows a mix of land cover types, including buildings, trees, and a runway.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.9333333333333333,0.9375,0.9333333333333333,0.967741935483871,0.8586557982260813,0.9317157650164152
tile_0068,"The image shows a mix of land cover types, including buildings, trees, and a large bridge.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.875,1.0,0.9032258064516129,1.0,0.8037311277734124,1.0000000000000007
tile_0069,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007
tile_0070,"The image shows a mix of land cover types, including trees, a roundabout, and a storage tank.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including a baseball field, a building, a ground track field, and a soccer ball field.",0.5066024564777082,0.43904930887522114,0.6341463414634146,0.6153846153846154,0.3754442229747395,0.3980473631752996
tile_0071,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a bridge.",0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8586557982260813,0.8586557982260813
tile_0072,"The image shows a mix of land cover types, including trees, hills, and a building.","The image shows a mix of land cover types, including trees, a pond, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.8666666666666667,0.875,0.8666666666666667,0.9032258064516129,0.7357532581618298,0.8586557982260813
tile_0073,"The image shows a mix of land cover types, including trees, a golf field, and a bridge.","The image shows a mix of land cover types, including trees, a bridge, and a road.","The image shows a mix of land cover types, including trees, a road, and a building.",0.8235294117647058,0.875,0.8484848484848485,0.9375,0.6914890639979083,0.8586557982260813
tile_0074,"The image shows a mix of land cover types, including trees, grass, and a golf field.","The image shows a mix of land cover types, including trees, a golf field, and a pond.","The image shows a mix of land cover types, including trees, a road, and a building.",0.8125,0.8235294117647058,0.8125,0.8484848484848485,0.6914890639979083,0.6914890639979083
tile_0075,"The image shows a mix of land cover types, including trees, a golf field, and a road.","The image shows a mix of land cover types, including trees, a building, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.8235294117647058,0.875,0.8749999999999999,0.9032258064516129,0.8037311277734124,0.8586557982260813
tile_0076,"The image shows a remote sensing scene with a mix of land cover types, including trees, a golf field, and a road.","The image shows a mix of land cover types, including trees, a building, and a road.","The image shows a mix of land cover types, including trees, a building, and a road.",0.6818181818181818,1.0,0.7894736842105263,1.0,0.6572609643459296,1.0000000000000007
tile_0077,The image shows a land cover type of a large green area.,"The image shows a mix of land cover types, including trees, a dam, and a road.","The image shows a mix of land cover types, including trees, a bridge, and a road.",0.47768754038252614,0.9375,0.5714285714285715,0.9375,0.36140239782153183,0.8586557982260813
tile_0078,"The image shows a mix of land cover types, including trees, a golf field, and a road.","The image shows a mix of land cover types, including trees, a road, and a building.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.8235294117647058,0.8125,0.8749999999999999,0.9032258064516129,0.8037311277734124,0.8586557982260813
tile_0079,"The image shows a mix of land cover types, including buildings, trees, and a roundabout.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a soccer ball field.",0.7641487028727831,0.8273408461730583,0.8484848484848485,0.8823529411764706,0.7195469560601189,0.7721927900513825
tile_0080,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a single road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.9355069850316178,0.9411764705882353,0.967741935483871,0.9696969696969697,0.9317157650164152,0.9361362641191208
tile_0081,"The image shows a mix of land cover types, including baseball diamonds, buildings, and trees.","The image shows a mix of land cover types, including buildings, houses, trees, and a baseball field.","The image shows a mix of land cover types, including buildings, houses, trees, and a soccer field.",0.700138655234358,0.9411764705882353,0.8125,0.9411764705882353,0.7096597996236947,0.8763511049989043
tile_0082,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a single road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.9355069850316178,0.9411764705882353,0.967741935483871,0.9696969696969697,0.9317157650164152,0.9361362641191208
tile_0083,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007
tile_0084,"The image shows a bridge and some trees in the center, with a large bridge and some trees close to each other at the top.","The image shows a mix of land cover types, including trees, buildings, and a bridge.","The image shows a mix of land cover types, including trees, buildings, and a soccer ball field.",0.24,0.816828431106751,0.3333333333333333,0.8749999999999999,0.2449089122312438,0.7581559064446654
tile_0085,"The image shows a remote sensing scene with a bridge and an airport, with the bridge located at the top right and the airport at the top left.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.21428571428571425,1.0,0.27906976744186046,1.0,0.2100063119849877,1.0000000000000007
tile_0086,"The image shows a mix of land cover types, including trees, grass, and a building.","The image shows a mix of land cover types, including trees, a baseball field, and a road.","The image shows a mix of land cover types, including trees, buildings, and a golf field.",0.8107727203607354,0.7647058823529411,0.8387096774193549,0.8484848484848485,0.6914890639979083,0.7523197619890015
tile_0087,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.9375,1.0,0.967741935483871,1.0,0.9317157650164152,1.0000000000000007
tile_0088,"The image shows a bridge and some trees in the center, with a road at the top right.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.3333333333333333,0.9355069850316178,0.47058823529411764,0.967741935483871,0.31383962576922664,0.9317157650164152
tile_0089,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a golf field.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.7,1.0,0.8,1.0,0.6862931425636344,1.0000000000000007
tile_0090,"The image shows a mix of land cover types, including trees, grass, and a building.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.8666666666666667,1.0,0.8666666666666667,1.0,0.7357532581618298,1.0000000000000007
tile_0091,"The image shows a mix of land cover types, including trees, grass, and a golf field.","The image shows a mix of land cover types, including trees, a golf field, and a bridge.","The image shows a mix of land cover types, including trees, a golf field, and a road.",0.8219864299617914,0.9411764705882353,0.9090909090909091,0.9411764705882353,0.8680942667801238,0.8680942667801238
tile_0092,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a roundabout, and a road.","The image shows a mix of land cover types, including trees, a golf field, and a road.",0.816828431106751,0.8806997463876336,0.8749999999999999,0.9090909090909091,0.8037311277734124,0.8037311277734124
tile_0093,The image shows a land cover type with a mix of trees and buildings.,"The image shows a mix of land cover types, including trees, a golf field, and a bridge.","The image shows a mix of land cover types, including trees, a road, and a building.",0.6191984998215584,0.8235294117647058,0.7333333333333334,0.8484848484848485,0.5666441608108921,0.6914890639979083
tile_0094,"The image shows a coastal area with a mix of land cover types, including trees, a golf field, and a road.","The image shows a mix of land cover types, including trees, a building, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.6666666666666666,0.875,0.7777777777777778,0.9032258064516129,0.6862931425636344,0.8586557982260813
tile_0095,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, fields, and a road.","The image shows a mix of land cover types, including trees, fields, and a building.",0.8666666666666667,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.7357532581618298,0.8586557982260813
tile_0096,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.7894736842105263,1.0,0.8823529411764706,1.0,0.8287857939569991,1.0000000000000007
tile_0097,"The image shows a mix of land cover types, including trees, buildings, and a golf field.","The image shows a mix of land cover types, including trees, buildings, and a golf field.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.875,0.875,0.9032258064516129,0.9032258064516129,0.8037311277734124,0.8037311277734124
tile_0098,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007
