region,tile_id,caption_gt,generic_clip_lr,generic_clip_sr,remote_clip_lr,remote_clip_sr
R1,tile_0031,"The image shows a mix of land cover types, including a bridge, buildings, and a road, with some trees and a gray building at the bottom.",0.5867752432823181,0.6313371658325195,0.3358908742666244,0.5108079314231873
R1,tile_0032,"The image shows a mix of land cover types, including buildings, trees, and a road.",0.6581439822912216,0.7026033848524094,0.5400624498724937,0.5738318711519241
R1,tile_0033,"The image shows a mix of land cover types, including buildings, houses, trees, and a bridge.",0.668976753950119,0.7628115266561508,0.3469354659318924,0.4833598434925079
R1,tile_0034,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.7268902659416199,0.7698160409927368,0.5101559311151505,0.6191084533929825
R1,tile_0035,"The image shows a mix of land cover types, including buildings, trees, and a roundabout.",0.7129248976707458,0.7663315534591675,0.5108945816755295,0.7020482420921326
R1,tile_0036,"The image shows a mix of land cover types, including buildings, trees, and a bridge.",0.6869630515575409,0.6696230918169022,0.4169375449419021,0.5201445892453194
R1,tile_0037,"The image shows a remote sensing scene with a bridge, trees, and a road, with the bridge being the most prominent feature in the center.",0.7522512972354889,0.8512416481971741,0.3996204957365989,0.487058013677597
R1,tile_0038,"The image shows a coastal area with a mix of land cover types, including trees, a road, and a small harbor.",0.6021928414702415,0.7419131696224213,0.523206889629364,0.5991482734680176
R1,tile_0039,"The image shows a mix of land cover types, including trees, a road, and a roundabout.",0.5784722417593002,0.6101466715335846,0.5693015456199646,0.7046784460544586
R1,tile_0040,"The image shows a mix of land cover types, including trees, grass, and a building.",0.5763514712452888,0.7446517050266266,0.597749836742878,0.6479651480913162
R1,tile_0041,"The image shows a mix of land cover types, including trees, water, and a single building.",0.6339093297719955,0.7655595242977142,0.4920881986618042,0.6634566932916641
R1,tile_0042,"The image shows a mix of land cover types, including buildings, trees, and a road.",0.580468475818634,0.7016023248434067,0.4692848399281502,0.5127907916903496
R1,tile_0043,"The image shows a mix of land cover types, including buildings, trees, and a road.",0.7185766845941544,0.7104865461587906,0.553201325237751,0.398324579000473
R1,tile_0044,"The image shows a mix of land cover types, including trees, grass, and possibly a building or other structures in the background.",0.6100323796272278,0.7064741104841232,0.5874701589345932,0.6854169815778732
R1,tile_0045,"The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a single ship.",0.6742057949304581,0.7828489691019058,0.5701687186956406,0.6308847665786743
R1,tile_0046,"The image shows a mix of land cover types, including trees, a building, and a road.",0.5631601810455322,0.759878009557724,0.5378049984574318,0.6155534833669662
R1,tile_0047,"The image shows a mix of land cover types, including trees, a road, and a field.",0.6570195406675339,0.7586365193128586,0.4906743019819259,0.6642553210258484
R1,tile_0048,"The image shows a mix of land cover types, including trees, a bridge, and a building.",0.7339569926261902,0.7911699265241623,0.5013753473758698,0.7997250556945801
R1,tile_0049,"The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.5893157795071602,0.786341205239296,0.3509551659226417,0.6197668239474297
R1,tile_0050,"The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.6912628561258316,0.7413795590400696,0.4834714531898498,0.5811894685029984
R1,tile_0051,"The image shows a mix of land cover types, including buildings, trees, and a road.",0.7053167372941971,0.7145990431308746,0.556705892086029,0.5714179575443268
R1,tile_0052,"The image shows a mix of land cover types, including trees, a building, and a road.",0.6182773783802986,0.7658332586288452,0.5856427550315857,0.5943009629845619
R1,tile_0053,"The image shows a mix of land cover types, including a roundabout, trees, and a road.",0.6066811084747314,0.7362330704927444,0.5024419724941254,0.6335553526878357
R1,tile_0054,"The image shows a mix of land cover types, including a baseball field, buildings, trees, and a road.",0.6895527988672256,0.7205416262149811,0.3780781477689743,0.5422434583306313
R1,tile_0055,"The image shows a mix of land cover types, including buildings, trees, and a road.",0.6082721427083015,0.7143835723400116,0.5432792380452156,0.557166337966919
R1,tile_0056,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.6759128719568253,0.7469305396080017,0.3852104768157005,0.5733328312635422
R1,tile_0057,"The image shows a mix of land cover types, including baseball fields, buildings, and trees.",0.7280557602643967,0.7174265384674072,0.3700151666998863,0.4657870531082153
R1,tile_0058,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.661134272813797,0.744432806968689,0.4674272239208221,0.5470830574631691
R1,tile_0059,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.7514613121747971,0.7479283213615417,0.5084334313869476,0.5493590980768204
R1,tile_0060,"The remote sensing image shows a mix of land cover types, including buildings, trees, and a road.",0.8511170744895935,0.840059220790863,0.5406869947910309,0.4790341109037399
R1,tile_0061,"The image shows a road at the bottom right corner, surrounded by trees.",0.8497057855129242,0.8360697329044342,0.7081817090511322,0.7197955995798111
R1,tile_0062,"The image shows a bridge and some trees in the center, with a building and trees at the right.",0.6886709481477737,0.6641404330730438,0.5126012861728668,0.6176582351326942
R1,tile_0063,"The image shows a mix of land cover types, including trees, buildings, and a road.",0.7319878041744232,0.7621946930885315,0.5332064628601074,0.4865986108779907
R1,tile_0064,"The image shows a mix of land cover types, including trees, buildings, and a bridge.",0.6427258253097534,0.6962636113166809,0.4154469445347786,0.4460638761520386
R1,tile_0065,"The image shows a mix of land cover types, including buildings, trees, and a road.",0.7282555103302002,0.721539780497551,0.5342800915241241,0.4834418371319771
R1,tile_0066,"The image shows a mix of land cover types, including trees, buildings, and a road.",0.5773664638400078,0.6870818138122559,0.5923745781183243,0.5657824501395226
R1,tile_0067,"The image shows a coastal area with a mix of land cover types, including trees, grass, and a building.",0.6321461498737335,0.7617946714162827,0.5024423822760582,0.558888167142868
R1,tile_0068,"The image shows a coastal area with a mix of land cover types, including a large body of water in the center.",0.506143756210804,0.5633023753762245,0.4194876551628113,0.478571318089962
R1,tile_0069,"The image shows a mix of land cover types, including buildings, trees, and a road.",0.7076944410800934,0.7488448917865753,0.5762168765068054,0.680987685918808
R1,tile_0070,"The image shows a mix of land cover types, including trees, a building, and a road.",0.6238105148077011,0.7422811537981033,0.6204361468553543,0.6042834371328354
R1,tile_0071,"The remote sensing image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.7675988972187042,0.8461719751358032,0.4524977505207062,0.5834266543388367
R1,tile_0072,"The remote sensing image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.7856036722660065,0.7816953212022781,0.4230332374572754,0.5310986936092377
R1,tile_0073,"The image shows a mix of land cover types, including trees, roads, and a bridge.",0.5987117066979408,0.8236105740070343,0.4441781714558601,0.5986399203538895
R1,tile_0074,"The image shows a mix of land cover types, including trees, roads, and a bridge.",0.6911388784646988,0.6964920461177826,0.5306173861026764,0.5235878750681877
R1,tile_0075,"The remote sensing image shows a mix of land cover types, including trees, crops, and possibly urban areas, with a road and a building visible in the center.",0.8461372554302216,0.8696422725915909,0.5020923167467117,0.698322132229805
R1,tile_0076,"The image shows a mix of land cover types, including trees, fields, and a road.",0.6843185424804688,0.7413937896490097,0.5094717442989349,0.791255533695221
R1,tile_0077,"The image shows a mix of land cover types, including baseball fields, buildings, trees, and a road.",0.7339957356452942,0.7095759361982346,0.3717926889657974,0.546073243021965
R1,tile_0078,"The image shows a mix of land cover types, including trees, buildings, and a groundtrackfield.",0.5947795510292053,0.770973265171051,0.4358571022748947,0.5416958779096603
R1,tile_0079,"The image shows a mix of land cover types, including buildings, trees, and a road.",0.7186010479927063,0.7191925495862961,0.4486988484859466,0.5486218258738518
R1,tile_0080,"The image shows a mix of land cover types, including trees, buildings, and a golf field.",0.6681832671165466,0.7084546983242035,0.3571280092000961,0.4560310393571853
R1,tile_0081,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.7148516923189163,0.7357154786586761,0.404745265841484,0.5489578098058701
R1,tile_0082,"The image shows a mix of land cover types, including trees, a groundtrackfield, and a soccerballfield.",0.6892640888690948,0.7308580726385117,0.4968868196010589,0.513262003660202
R1,tile_0083,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a ship.",0.655570924282074,0.6633651256561279,0.4792883247137069,0.5612848699092865
R1,tile_0084,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.",0.573282353579998,0.6235354393720627,0.4948383197188377,0.5126359313726425
R1,tile_0085,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.",0.7011666148900986,0.788329616189003,0.610879510641098,0.5897026509046555
R1,tile_0086,"The image shows a mix of land cover types, including trees, buildings, and a road.",0.7261757552623749,0.6865155696868896,0.598868727684021,0.5379340052604675
R1,tile_0087,"The image shows a bridge and a building, with the bridge being the most prominent feature.",0.6153088808059692,0.6807517260313034,0.2871575206518173,0.4805926978588104
R1,tile_0088,"The image shows a mix of land cover types, including trees, buildings, and a bridge.",0.6655750423669815,0.7510850578546524,0.4930195212364197,0.5479676648974419
R1,tile_0089,"The image shows a mix of land cover types, including trees, buildings, and a road.",0.7069641351699829,0.768192782998085,0.5569442734122276,0.4694323986768722
R1,tile_0090,"The remote sensing image shows a mix of land cover types, including trees, grass, and a small area of land at the bottom right.",0.7535519450902939,0.8521544188261032,0.6227005645632744,0.6843031942844391
R1,tile_0091,"The remote sensing image shows a mix of land cover types, including trees, water, and a single bridge.",0.7214201241731644,0.8342498540878296,0.4709158092737198,0.4721271619200706
R1,tile_0092,"The image shows a mix of land cover types, including trees, a bridge, and a road.",0.6520182639360428,0.7569609582424164,0.5179058760404587,0.6072448194026947
R1,tile_0093,"The image shows a mix of land cover types, including trees, fields, and a building.",0.7309065759181976,0.7156078517436981,0.5735038220882416,0.6325573474168777
R1,tile_0094,"The image shows a bridge and some trees in the center, with a building and trees at the bottom left and right.",0.6719042360782623,0.6743661314249039,0.4852233082056045,0.6538732349872589
R1,tile_0095,"The remote sensing image shows a mix of land cover types, including trees, roads, and a bridge.",0.7147184759378433,0.8224059641361237,0.4499960318207741,0.692693442106247
R1,tile_0096,"The image shows a mix of land cover types, including trees, a road, and a building.",0.5412574112415314,0.7265617698431015,0.5732066929340363,0.6445732712745667
R1,tile_0097,"The remote sensing image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.5785714462399483,0.8142498880624771,0.3408892825245857,0.6674104183912277
R1,tile_0098,"The image shows a mix of land cover types, including trees, a road, and a building.",0.5961855128407478,0.7040167599916458,0.5934179946780205,0.7138235867023468
R1,tile_0099,"The image shows a mix of land cover types, including trees, a bridge, and a road.",0.7210732996463776,0.7253820449113846,0.507449246942997,0.5903803557157516
R1,tile_0100,"The remote sensing image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.6928279995918274,0.8171051740646362,0.4281932115554809,0.5563429743051529
R1,tile_0101,"The image shows a mix of land cover types, including buildings, trees, and a soccer ball field.",0.6020728126168251,0.7427118718624115,0.4949687421321869,0.5839932709932327
R1,tile_0102,"The image shows a mix of land cover types, including trees, buildings, and a road.",0.6882296502590179,0.7119077444076538,0.5287207290530205,0.4539243504405021
R1,tile_0103,"The image shows a mix of land cover types, including trees, a golf field, and a road.",0.691385418176651,0.7598927617073059,0.5807938054203987,0.625401958823204
R1,tile_0104,"The image shows a mix of land cover types, including buildings, trees, and a golf field.",0.6742862612009048,0.7554978877305984,0.4171289876103401,0.5609697848558426
R1,tile_0105,"The image shows a mix of land cover types, including buildings, trees, and a groundtrackfield.",0.5159449577331543,0.745290219783783,0.4367374628782272,0.5498736351728439
R1,tile_0106,"The image shows a remote sensing scene with a bridge and some trees at the top, and a road at the top left. The land cover type visible is a mix of trees and a bridge.",0.7147736847400665,0.8505088090896606,0.4418767243623733,0.4958708584308624
R1,tile_0107,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.",0.6809312850236893,0.6265279650688171,0.6081663072109222,0.6648793816566467
R1,tile_0108,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.",0.6920434534549713,0.7878844439983368,0.6277692317962646,0.6084148585796356
R1,tile_0109,"The image shows a mix of land cover types, including buildings, trees, and a road.",0.6156376749277115,0.7362566888332367,0.5294306203722954,0.4576119035482406
R1,tile_0110,"The image shows a mix of land cover types, including trees, buildings, and a road.",0.6738430261611938,0.699828565120697,0.5944111943244934,0.4391627013683319
R1,tile_0111,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.",0.752425491809845,0.7972248643636703,0.5900342389941216,0.7044193893671036
R1,tile_0112,"The image shows a mix of land cover types, including trees, roads, and a small area of grass at the bottom right.",0.7326975464820862,0.7354617118835449,0.5710355192422867,0.6314191967248917
R1,tile_0113,"The image shows a mix of land cover types, including trees, buildings, and a bridge.",0.6750315427780151,0.7046911865472794,0.3925692290067673,0.3807098045945167
R1,tile_0114,"The image shows a mix of land cover types, including trees, buildings, and a road.",0.6513793766498566,0.736999437212944,0.3736858069896698,0.3843569383025169
R1,tile_0115,"The remote sensing image shows a mix of land cover types, including trees, a roundabout, and a road.",0.6176825612783432,0.8029811084270477,0.5860201269388199,0.6486997753381729
R1,tile_0116,"The remote sensing image shows a mix of land cover types, including trees, a golf field, and a bridge.",0.5759331583976746,0.7927712798118591,0.4588430002331733,0.4293209314346313
R1,tile_0117,"The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a bridge.",0.6840285658836365,0.8479562401771545,0.5670393258333206,0.5607801675796509
R1,tile_0118,"The image shows a mix of land cover types, including trees, a road, and a building.",0.5549402162432671,0.7272930443286896,0.56751299649477,0.6743521988391876
R1,tile_0119,"The remote sensing image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.6882908195257187,0.8256383240222931,0.40056012570858,0.6277504563331604
R1,tile_0120,"The image shows a mix of land cover types, including a large area of greenery, possibly a field or a park, and a smaller area of water, possibly a lake or a pond.",0.5923597514629364,0.7046929001808167,0.4967236518859863,0.6446176767349243
R1,tile_0121,"The remote sensing image shows a mix of land cover types, including trees, crops, and possibly a building or two.",0.8304119855165482,0.8483283966779709,0.5885380506515503,0.7325714081525803
R1,tile_0122,"The image shows a mix of land cover types, including trees, a road, and a building.",0.7239987701177597,0.73415607213974,0.695696696639061,0.76019287109375
R1,tile_0123,"The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.606151670217514,0.7182411849498749,0.445176288485527,0.6293356418609619
R1,tile_0124,"The image shows a mix of land cover types, including trees, fields, and a road.",0.6399911642074585,0.6984180957078934,0.5332367122173309,0.780474841594696
R1,tile_0125,"The image shows a mix of land cover types, including trees, a road, and a field.",0.6537801027297974,0.6877373903989792,0.6044234707951546,0.6334502995014191
R1,tile_0126,"The image shows a mix of land cover types, including trees, a golf field, and a road.",0.7008103281259537,0.6453189253807068,0.5301091074943542,0.6711335480213165
R1,tile_0127,"The image shows a mix of land cover types, including a bridge, a building, and a road, with the majority of the area being covered in trees.",0.671159029006958,0.6891438364982605,0.357285812497139,0.5687873438000679
R1,tile_0128,"The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.6228386238217354,0.7214124500751495,0.437975749373436,0.7018071413040161
R1,tile_0129,"The image shows a mix of land cover types, including trees, an expressway-toll-station, and a road.",0.6112245470285416,0.7088615000247955,0.4890113323926925,0.6210166588425636
R1,tile_0130,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a bridge.",0.6911898404359818,0.8049666881561279,0.5518893897533417,0.6399820744991302
R1,tile_0131,"The image shows a mix of land cover types, including trees, buildings, and a road.",0.6275179982185364,0.6956404447555542,0.6144227087497711,0.6425551325082779
R1,tile_0132,"The image shows a mix of land cover types, including trees, buildings, and a road.",0.5501364916563034,0.6777606904506683,0.6413720548152924,0.6401966512203217
R1,tile_0133,"The image shows a mix of land cover types, including trees, buildings, and a road.",0.7101157307624817,0.7250019907951355,0.5893443152308464,0.579235702753067
R1,tile_0134,"The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a single building.",0.722246915102005,0.8112579584121704,0.5237209796905518,0.5251995474100113
R1,tile_0135,"The image shows a coastal area with a mix of land cover types, including trees, a road, and a body of water.",0.6780597567558289,0.7344305515289307,0.5002259835600853,0.550871230661869
R1,tile_0136,"The image shows a coastal area with a mix of land cover types, including trees, grass, and possibly a body of water in the background.",0.594719648361206,0.7369408756494522,0.4803383350372314,0.5794383212924004
R1,tile_0137,"The remote sensing image shows a mix of land cover types, including trees, grass, and a small harbor in the water.",0.6339950114488602,0.7431615889072418,0.6243595853447914,0.6860494613647461
R1,tile_0138,"The image shows a mix of land cover types, including trees, a bridge, and a building.",0.6547962129116058,0.7205286622047424,0.5434935539960861,0.6258830428123474
R1,tile_0139,"The remote sensing image shows a coastal area with a mix of land cover types, including trees, a river, and a dam.",0.5867450311779976,0.7072208076715469,0.505712479352951,0.572688989341259
R1,tile_0140,"The remote sensing image shows a coastal area with a mix of land cover types, including trees, a road, and a small vehicle.",0.6127916276454926,0.7542283833026886,0.6134914606809616,0.5896256864070892
R1,tile_0141,The remote sensing image shows a beach scene with a single gray ship anchored at the center.,0.6287214905023575,0.8293569833040237,0.5204952880740166,0.6078839674592018
R1,tile_0142,"The image shows a mix of land cover types, including trees, a bridge, and a road.",0.5843249335885048,0.7371785491704941,0.5664416402578354,0.6068281456828117
R1,tile_0143,"The image shows a mix of land cover types, including trees, a bridge, and a road.",0.5534888803958893,0.7138605415821075,0.413379892706871,0.5867347866296768
R1,tile_0144,"The image shows a mix of land cover types, including trees, a dam, and a road.",0.6516353040933609,0.7071317732334137,0.4972947388887405,0.7626664638519287
R1,tile_0145,"The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.5775844305753708,0.7320905476808548,0.3864558041095733,0.624191127717495
R1,tile_0146,"The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.5632760375738144,0.6686246395111084,0.4388961568474769,0.6067897006869316
R1,tile_0147,"The image shows a remote sensing scene with a bridge, a building, and a road, with the bridge being the most prominent feature in the image.",0.6387254595756531,0.7037933170795441,0.4044055938720703,0.3960385918617248
R1,tile_0148,"The image shows a mix of land cover types, including a bridge, a building, and a road, with the majority of the area being covered in trees.",0.552896186709404,0.6260306388139725,0.4294933751225471,0.6185112148523331
R1,tile_0149,"The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.6968435645103455,0.6958004087209702,0.3267156332731247,0.6334768235683441
R1,tile_0150,"The image shows a mix of land cover types, including trees, a road, and a building.",0.6348754465579987,0.7668494433164597,0.5970266833901405,0.6337887048721313
R1,tile_0151,"The image shows a mix of land cover types, including trees, fields, and a building.",0.5678862705826759,0.7799863815307617,0.5437865108251572,0.7412195205688477
R1,tile_0152,"The remote sensing image shows a mix of land cover types, including bridges, buildings, and a road, with some trees and a single bridge at the center.",0.727829709649086,0.8059200644493103,0.2187272533774376,0.6848224997520447
R1,tile_0153,"The image shows a mix of land cover types, including trees, fields, and a road.",0.631653368473053,0.7120157778263092,0.5347618833184242,0.7990668714046478
R1,tile_0154,"The remote sensing image shows a mix of land cover types, including trees, water, and a single ship.",0.7106523960828781,0.8097706735134125,0.5881423875689507,0.5975358188152313
R1,tile_0155,"The image shows a mix of land cover types, including trees, buildings, and a road.",0.7257861644029617,0.7113664597272873,0.6356491148471832,0.5739162862300873
R1,tile_0156,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.",0.5247072130441666,0.7296055555343628,0.4214420914649963,0.4817964136600494
R1,tile_0157,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.",0.6198371574282646,0.64675472676754,0.4382633417844772,0.6302300840616226
R1,tile_0158,"The image shows a coastal area with a mix of land cover types, including trees, grass, and a building.",0.6265854835510254,0.6984477490186691,0.5216123163700104,0.6693083047866821
R1,tile_0159,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.",0.6063921377062798,0.6019429117441177,0.4598415642976761,0.5484887957572937
R1,tile_0160,"The image shows a coastal area with a mix of land cover types, including trees and grass.",0.6327364593744278,0.8032447099685669,0.592070072889328,0.5985786020755768
R1,tile_0161,"The image shows a mix of land cover types, including trees, a bridge, and a building.",0.6212970614433289,0.7539874315261841,0.4713879898190498,0.5264467000961304
R1,tile_0162,"The image shows a mix of land cover types, including trees, buildings, and a road.",0.5686378106474876,0.7497350871562958,0.6436488032341003,0.6147819757461548
R1,tile_0163,"The remote sensing image shows a mix of land cover types, including trees, a road, and a building.",0.5497173592448235,0.7924303412437439,0.6405137479305267,0.5912284925580025
R1,tile_0164,"The remote sensing image shows a mix of land cover types, including trees, buildings, and a road.",0.665210485458374,0.7647156715393066,0.6539018452167511,0.5013680830597878
R1,tile_0165,"The remote sensing image shows a coastal area with a mix of land cover types, including trees and a beach.",0.6314325332641602,0.6561347842216492,0.6128925830125809,0.5912966281175613
R1,tile_0166,"The remote sensing image shows a mix of land cover types, including trees, a bridge, and a building.",0.6057199090719223,0.8522993326187134,0.5579889193177223,0.4876897856593132
R1,tile_0167,"The remote sensing image shows a mix of land cover types, including trees, a bridge, and a road.",0.7676900923252106,0.8413094282150269,0.5472628772258759,0.651412308216095
R1,tile_0168,"The remote sensing image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.7776960730552673,0.8062377572059631,0.3645607829093933,0.5881999433040619
R1,tile_0169,"The image shows a mix of land cover types, including trees, roads, and a bridge.",0.6626901030540466,0.7146747410297394,0.4860538989305496,0.6108873337507248
R1,tile_0170,"The image shows a mix of land cover types, including trees, fields, and a road.",0.7381106913089752,0.7589544355869293,0.582709014415741,0.7040590047836304
R1,tile_0171,"The image shows a mix of land cover types, including trees, water, and a bridge.",0.7459308207035065,0.6953668594360352,0.383489616215229,0.5603383481502533
R1,tile_0172,"The image shows a remote sensing scene with a mix of land cover types, including a bridge, a building, and a road, with the bridge being the most prominent feature.",0.7351924479007721,0.7654564827680588,0.3577598184347152,0.5316059663891792
R1,tile_0173,"The image shows a mix of land cover types, including buildings, trees, and a road.",0.634290799498558,0.7039489597082138,0.5746353790163994,0.6036798655986786
R1,tile_0174,"The image shows a mix of land cover types, including a bridge, a building, and a road, with the majority of the area being covered in trees.",0.6499151885509491,0.6742428243160248,0.387599803507328,0.6185887008905411
R1,tile_0175,"The image shows a bridge and a building, with the bridge located at the center and the building at the top. The land cover type visible is a bridge.",0.61799556016922,0.7355770468711853,0.3699633479118347,0.6299637258052826
R1,tile_0176,"The image shows a mix of land cover types, including trees, water, and a single building.",0.5932087078690529,0.7224294543266296,0.6295285373926163,0.6524175405502319
R1,tile_0177,"The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a small vehicle.",0.6880327314138412,0.7969443500041962,0.6392768770456314,0.6130743771791458
R1,tile_0178,"The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a building.",0.7363733649253845,0.8310228586196899,0.6321703642606735,0.5834200978279114
R1,tile_0179,"The image shows a mix of land cover types, including trees, grass, and possibly buildings or other structures.",0.633317232131958,0.7667192071676254,0.5892337113618851,0.7032650709152222
R1,tile_0180,"The image shows a coastal area with a mix of land cover types, including a large body of water in the center.",0.5977670848369598,0.5878572911024094,0.4123011231422424,0.5606764554977417
