tile_id,caption_lr,caption_sr,caption_gt_rs,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
tile_0049,a close up of a green and yellow flower,an aerial view of the site of the proposed site,an aerial view of the site of the former military base in the village of kha,0.05104731378176962,0.43904930887522114,0.08,0.6153846153846154,0.12267706263382427,0.7091655977526157
tile_0050,a blurry image of a person in a chair,aerial view of the road,an aerial view of the site of the proposed site,0.09942659075715217,0.2943035529371539,0.10526315789473685,0.5333333333333333,0.11521554337793123,0.5250790579579575
tile_0051,a blur of a green leaf,aerial view of the farm,an aerial view of the site of the proposed site,0.08556951983876535,0.2943035529371539,0.125,0.5333333333333333,0.14438355527738672,0.5250790579579575
tile_0052,a black cat sitting on a white chair,an aerial view of a farm and field,"an aerial view of the site of the former military base in the town of khar, ukraine",0.0,0.16232623367917487,0.0,0.31999999999999995,0.0,0.28208107435424956
tile_0053,a close up of a green and white diamond,an aerial view of a farm in the middle of a rural area,the site of the proposed site in the middle of the village,0.07961459006375435,0.38461538461538464,0.09523809523809525,0.4,0.07780894359285004,0.3958487186827538
tile_0054,a blur of a building,an aerial view of a farm and fields,an aerial view of the site of the proposed site,0.07357588823428847,0.38940039153570244,0.13333333333333333,0.4444444444444445,0.1707761131901165,0.31882319724566466
tile_0055,a green plant in a pot,an aerial view of the site of the proposed site,an aerial view of the site of the former farm,0.0,0.8,0.0,0.8000000000000002,0.0,0.7900322566465156
tile_0056,a white and black cat is standing in the grass,an aerial view of the city of san,"an aerial view of the city of san, california",0.10000000000000002,0.772184789761521,0.10526315789473685,0.9411764705882353,0.053550953149967315,0.9138106509294462
tile_0057,a green and white background with a small flower,an aerial view of the site of the proposed school,"an aerial view of the town of laredo, mexico",0.0,0.6,0.0,0.631578947368421,0.0,0.5862086802424396
tile_0058,a large cluster of pink flowers,a satellite image of the city of new orleans,a satellite image of the city of puerto,0.23884377019126307,0.7777777777777778,0.28571428571428575,0.823529411764706,0.17995341378217855,0.7327068970668786
tile_0059,a large white flower with many small white flowers,a satellite image of the city of san,"a satellite image of the city of gula, mexico",0.11111111111111109,0.772184789761521,0.1111111111111111,0.823529411764706,0.0,0.7327068970668786
tile_0060,a white object is seen in the sky,a large area of land,an aerial view of the city of chandi,0.12500000000000003,0.10976232721880529,0.125,0.15384615384615385,0.06437099366532754,0.19087406613020352
tile_0061,a soccer ball is on the ground,an aerial view of the road that leads to the site of the proposed proposed site,an aerial view of the road leading to the airport,0.09306272250443651,0.5,0.11764705882352941,0.6153846153846154,0.13627634143908643,0.5664587937100548
tile_0062,a white car driving down a road in the woods,an aerial view of the road that goes through the forest,an aerial view of the highway that runs through the park,0.09048374180359597,0.7272727272727273,0.09523809523809525,0.7272727272727273,0.11129859886312511,0.6279041938452457
tile_0063,a plane flying over a forest filled with trees,a large green field,a road with a bunch of trees in the background,0.39770636302860873,0.055782540037107455,0.4210526315789474,0.14285714285714288,0.15592892548708362,0.0
tile_0064,a tree with a white and green background,a satellite image of a city,a satellite image of the city of port de lagos,0.09735009788392564,0.4278475991938267,0.11111111111111112,0.625,0.0,0.6476308251809643
tile_0065,a white and green pattern on a brown background,a lake surrounded by trees,a river running through a city,0.2222222222222222,0.1637461506155964,0.26666666666666666,0.1818181818181818,0.0,0.0
tile_0066,a very colorful sky,a green wall with a black and white sign,an aerial view of the site of the former home of the late president of the united states,0.0,0.0,0.0,0.0,0.0,0.0
tile_0067,a black and white cat is standing in the grass,a large patch of land with a small patch of land,a river in the middle of a forest,0.3,0.2727272727272727,0.33333333333333326,0.3157894736842105,0.15976420924144444,0.11955663142088066
tile_0068,a black and white image of a person with a hat,a pink and green background with a black border,a green plant with a pink sky in the background,0.2727272727272727,0.596559544542913,0.28571428571428564,0.631578947368421,0.06744304769296748,0.368023208756115
tile_0069,a green and white diamond,an aerial view of the site of the proposed site,an aerial view of the site of the former site,0.0,0.9,0.0,0.9,0.0,0.8836351388995088
tile_0070,a green and white diamond,aerial image of the road leading to the village of stow,an aerial view of the site of the proposed site,0.0,0.45454545454545453,0.0,0.47619047619047616,0.0,0.41251639250773253
tile_0071,a green and white square,aerial view of the fields,an aerial view of the farm land,0.0,0.5362560368285115,0.0,0.6666666666666666,0.0,0.5193879933129156
tile_0072,a black and white cat,a green field with a red line in the middle,an aerial view of a green field,0.13406400920712788,0.3,0.16666666666666666,0.3529411764705882,0.0,0.17077611319011654
tile_0073,a black and white dog,an aerial view of a green field,an aerial view of the countryside,0.0,0.5714285714285714,0.0,0.6153846153846153,0.0,0.5031026124151314
tile_0074,a black and white cat sitting on top of a table,aerial view of farmland fields,an aerial view of the countryside,0.0909090909090909,0.49123845184678916,0.11764705882352942,0.5454545454545454,0.07397129483465995,0.38087260847594373
tile_0075,a green and white object with a black background,aerial view of the fields,an aerial view of the farm land,0.0,0.5362560368285115,0.0,0.6666666666666666,0.0,0.5193879933129156
tile_0076,a black and white cat is looking at the camera,an aerial view of the countryside,an aerial view of the countryside,0.10000000000000002,1.0,0.125,1.0,0.07397129483465995,1.0000000000000002
tile_0077,a green and white cat is sitting on a white surface,an aerial view of the site of the former castle,google earth view of the site of the proposed site,0.0,0.6,0.0,0.6,0.0,0.5976138776801605
tile_0078,a blur of a plant in a pot,a satellite image of a small town,an aerial view of the village,0.12500000000000003,0.14285714285714285,0.14285714285714288,0.15384615384615383,0.10163066979112656,0.10163066979112656
tile_0079,a black bear is seen in this image,a satellite image of a small town,an aerial view of the city of kabul,0.0,0.12383969996431167,0.0,0.13333333333333333,0.0,0.16836842163679847
tile_0080,a satellite satellite is seen in this image taken from the international space station,an aerial view of the site of the proposed school,an aerial view of the site of the proposed site,0.07142857142857141,0.9,0.08333333333333333,0.9,0.07098413734701414,0.9044401059413036
tile_0081,a small white object in the dark sky,"a satellite image of the city of fort, texas",an aerial view of the town of san,0.12500000000000003,0.3333333333333333,0.125,0.35294117647058826,0.06437099366532754,0.3360969272762575
tile_0082,a green and white background with a white and black pattern,"a satellite image of the site of the former us embassy in the city of ti, guatemala",a satellite image of the town of kaloa,0.0909090909090909,0.35294117647058826,0.10526315789473685,0.48,0.0,0.555539342467105
tile_0083,a green light shining in the dark sky,a satellite image of a green area with a small patch of land,a large boat is floating in the water,0.375,0.07692307692307693,0.375,0.09523809523809525,0.16839750037215276,0.0
tile_0084,a black cat is sitting on a tree,a large patch of land,a brown and green floor with a brown and green pattern,0.17182231969774306,0.060238842382440407,0.2105263157894737,0.12500000000000003,0.0,0.0
tile_0085,"a large, green, and pink colored object",a green wall with a small patch of grass,aerial view of the jungle,0.0,0.11111111111111109,0.0,0.14285714285714285,0.0,0.09349477497536716
tile_0086,a tree with white flowers in the background,a satellite image of a green field,a satellite image of the site of the proposed new school,0.17182231969774306,0.32269606971871956,0.2105263157894737,0.4444444444444444,0.1144676006896003,0.3249317266808787
tile_0087,a christmas tree with lights on it,a bridge over a river,an aerial view of the bridge that crosses the river,0.0,0.14715177646857694,0.0,0.26666666666666666,0.0,0.21507032570577075
tile_0088,a street with cars parked on it and a tree in the background,a bridge over a river,an aerial view of the bridge that crosses the river,0.07692307692307693,0.14715177646857694,0.08695652173913043,0.26666666666666666,0.09865621511919305,0.21507032570577075
tile_0089,a view of a road with a car driving down it,a road in the middle of a forest,a road with a bunch of trees on it,0.5454545454545454,0.4412484512922977,0.6,0.47058823529411764,0.368023208756115,0.18443191662261307
tile_0090,a tree with a white sky in the background,a green area with a white border,a satellite image of the area where the proposed proposed gold mine is located,0.12750076016387393,0.10510841176326924,0.17391304347826086,0.19047619047619047,0.10240420611276425,0.05869868646731191
tile_0091,a white cloud with a green background,a large body of water,a large body of water surrounded by trees,0.12383969996431167,0.5488116360940264,0.13333333333333333,0.7692307692307693,0.0,0.6348087971775132
tile_0092,a white and black dog is standing in the grass,a picture of a hill with a river running through it,an aerial view of the river and surrounding farmland,0.2,0.18181818181818182,0.2105263157894737,0.19999999999999998,0.1263637396650437,0.13507348367087132
tile_0093,a blur of a tree in the forest,aerial view of the site of the proposed new bridge,an aerial view of the site of the proposed site,0.19470019576785122,0.8,0.22222222222222224,0.8000000000000002,0.26055567105626243,0.7900322566465154
tile_0094,a white object with a green light on it,an aerial view of the countryside,an aerial view of the site of the proposed site,0.0,0.4278475991938267,0.0,0.625,0.0,0.5800762373653504
tile_0095,a close up of a diamond,aerial view of the green fields,an aerial view of the land in the amazon rainforest,0.08556951983876535,0.3422780793550613,0.125,0.5,0.07970251181266945,0.4316433290730968
tile_0096,a purple and white background with a black and white pattern,an aerial view of the countryside,an aerial view of the farm land,0.0,0.7054014374088451,0.0,0.7692307692307692,0.0,0.6327904583679946
tile_0097,a blur of a building,an aerial view of a green field,an aerial view of the fields and fields in the countryside,0.060238842382440407,0.32269606971871956,0.12500000000000003,0.4444444444444444,0.08395966598126195,0.2796724903912866
tile_0098,a cat is sitting on a chair in the dark,aerial view of the river and fields,an aerial view of the site of the proposed site,0.10000000000000002,0.37225089001774603,0.10000000000000002,0.47058823529411764,0.0986796179798696,0.40739778621409733
tile_0099,a man in a white shirt and tie,an aerial view of a large field with a small lake,an aerial view of the site of the proposed site,0.0,0.36363636363636365,0.0,0.380952380952381,0.0,0.26964631197845634
tile_0100,a cat is standing in the middle of a room,aerial view of a field,the aerial image shows the green fields and the surrounding area,0.09048374180359597,0.060238842382440407,0.09523809523809525,0.12500000000000003,0.15643745484470606,0.06654488326015777
tile_0101,a blur of a tree in the night,an aerial view of the village,an aerial view of a small town,0.25,0.5643211499270759,0.26666666666666666,0.6153846153846153,0.09193998174078082,0.5031026124151314
tile_0102,a blur of a tree in the forest,an aerial view of the site of the former home of the late president of the united states,the site of the former school in the village of the same,0.22744899739223753,0.4444444444444444,0.3,0.5333333333333333,0.4216523449182836,0.6737547598623191
tile_0103,a blur of a tree in the forest,a satellite image of the area where the plane crashed,an aerial view of the golf course at the golf course,0.17182231969774306,0.27145122541078787,0.2105263157894737,0.28571428571428564,0.1779522202540932,0.2273386433270408
tile_0104,a white christmas tree with a red background,a large green field,a satellite image of the town of san,0.12500000000000003,0.09196986029286058,0.125,0.16666666666666666,0.0,0.0
tile_0105,a close up of a plant with a blur,a satellite image of a small town,"an aerial view of the town of laredo, mexico",0.11111111111111109,0.21470779802151024,0.1111111111111111,0.25,0.14362799865308862,0.25957847761100483
tile_0106,a man in a suit and tie is standing on a stair,an aerial view of the area where the site of the proposed new school is located,a satellite image of the site of the proposed new york airport,0.08333333333333333,0.4375,0.08333333333333333,0.5,0.0,0.5302314454848746
tile_0107,a blur of red and green leaves,a green wall with a small patch of grass,a large green field with a small patch of grass,0.2791881675133095,0.7954127260572175,0.3529411764705882,0.8421052631578948,0.17077611319011654,0.6735205045780811
tile_0108,a cross in the middle of a forest,a green wall with a white and black sign,an aerial view of the site of the proposed home,0.19470019576785122,0.0,0.22222222222222224,0.0,0.2853061909813609,0.0
tile_0109,a green and white christmas tree with white stars,a small town on a small island,a river that is in the middle of a city,0.09942659075715217,0.18612544500887301,0.10526315789473685,0.23529411764705882,0.0,0.0
tile_0110,a green and white object is seen in this image,a small boat is floating in a body of water,a boat is sailing down the river,0.2,0.3,0.23529411764705882,0.3529411764705882,0.07397129483465995,0.17077611319011654
tile_0111,a white bird is flying through the air,a large green patch of land,an aerial view of the site of the proposed site,0.09735009788392564,0.08556951983876535,0.11111111111111112,0.125,0.10599213135093251,0.12735952979479356
tile_0112,a black cat is sitting on a white surface,a green field,a road with a few cars on it,0.3333333333333333,0.06295853427918728,0.35294117647058826,0.18181818181818182,0.0845798608014702,0.0
tile_0113,a bridge at night with a light on it,a road in the middle of a green field,a road with a lot of cars on it,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.275195812175023,0.16839750037215276
tile_0114,the moon is seen over the city lights,a road in the middle of a green area,a large area of land with a lot of trees,0.0,0.39770636302860873,0.0,0.4210526315789474,0.0,0.2256946924331068
tile_0115,a green eyeliner with a black eyeliner,a green leaf,a large body of water,0.14285714285714285,0.17113903967753066,0.16666666666666666,0.25,0.0,0.0
tile_0116,a black and white cat,a cake with a slice missing,a large body of water with a small island in the middle,0.0493193927883213,0.18393972058572117,0.11764705882352941,0.3333333333333333,0.0,0.08768681980142445
tile_0117,a white and black kite,a picture of a green field with a bird flying over it,a satellite image of a beach and a body of water,0.12047768476488081,0.3333333333333333,0.25000000000000006,0.34782608695652173,0.08768681980142445,0.12254598128043984
tile_0118,a white diamond with a black band,a green field with a small patch of grass,an aerial view of the beach and the ocean,0.0,0.11111111111111109,0.0,0.1111111111111111,0.0,0.06123094334544522
tile_0119,a blur of a person in a green shirt,an aerial view of the countryside,an aerial view of the countryside,0.11111111111111109,1.0,0.13333333333333333,1.0,0.09193998174078082,1.0000000000000002
tile_0120,a blur of a building in the sky,a green field with a small patch of grass,a green field with a small patch of grass,0.3309363384692233,1.0,0.35294117647058826,1.0,0.0845798608014702,1.0000000000000004
tile_0121,a blur of a building in the middle of a street,an aerial view of a field with a small house,an aerial view of the site of the proposed site,0.2727272727272727,0.4,0.28571428571428564,0.4000000000000001,0.31884954143308364,0.2911650526086002
tile_0122,a close up of a green and white tile,an aerial view of the site of the proposed site,an aerial view of the site of the proposed site,0.09942659075715217,1.0,0.10526315789473685,1.0,0.10599213135093251,1.0
tile_0123,a man with a beard and a white shirt,an aerial view of a green field,an aerial view of the farm land,0.0,0.5714285714285714,0.0,0.5714285714285714,0.0,0.45026814465562653
tile_0124,a red and green abstract background,a painting of a green field with a small patch of grass,an aerial view of a farm in the countryside,0.10108844328543891,0.16666666666666669,0.13333333333333333,0.1904761904761905,0.0,0.12301427066840341
tile_0125,a green leaf with a white background,an aerial view of a green field,an aerial view of the site of the proposed site,0.0,0.37225089001774603,0.0,0.47058823529411764,0.0,0.35623391380599695
tile_0126,a green leaf with a white background,an aerial view of the site of the proposed site,the site of the ancient roman city of pomp,0.0,0.5,0.0,0.5263157894736842,0.0,0.5452535979648305
tile_0127,a dog is sitting on a green surface,aerial view of the site of the proposed site,an aerial view of the road that runs through the countryside,0.0,0.44485411273156,0.0,0.5,0.0,0.41327547914006174
tile_0128,a close up of a green and white flower,an aerial view of the site of the former site of the former site of the former site,an aerial view of the site of the proposed airport,0.09942659075715217,0.4444444444444444,0.10526315789473685,0.5714285714285714,0.1144676006896003,0.6944063917023073
tile_0129,a green and white flower with a blur effect,an aerial view of the countryside,an aerial view of a road in the countryside,0.11111111111111109,0.6065306597126334,0.1111111111111111,0.8,0.0,0.7765145304745155
tile_0130,a green plant with a white flower in the middle,a green field with a small patch of land,aerial view of a field,0.10000000000000002,0.3333333333333333,0.13333333333333333,0.42857142857142855,0.0,0.23790309463326234
tile_0131,a green and white background with a white border,a large body of water,a river with a small boat in it,0.3333333333333333,0.10976232721880529,0.35294117647058826,0.15384615384615385,0.07397129483465995,0.0
tile_0132,a person ' s hand with a green and black wrist,a river with a green and brown color,a river with a boat in it,0.2727272727272727,0.5,0.3529411764705882,0.5333333333333333,0.09349477497536716,0.22576484600261612
tile_0133,a man in a white shirt and black pants,a large body of water,a large green field,0.11111111111111109,0.4,0.15384615384615383,0.4444444444444445,0.0,0.17077611319011649
tile_0134,a green and red background with a white and black background,a green wall with a red spot in the middle,the crater crater in the crater crater crater crater crater crater crater crater crater crater crater crater crater crater crater crater,0.0,0.06657421673961592,0.0,0.12903225806451613,0.0,0.031738229701757034
tile_0135,a green hill,a green and brown area,a painting of a mountain with a red sky,0.045111761078870896,0.08986579282344431,0.16666666666666666,0.14285714285714285,0.0,0.0
tile_0136,a close up of a green eye with a black background,a river in the middle of a green field,a green field with a small river in the middle,0.36363636363636365,0.7954127260572175,0.380952380952381,0.8421052631578948,0.14438355527738672,0.6735205045780811
tile_0137,a green substance,a green tree,a green hill,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33609692727625756,0.33609692727625756
tile_0138,a bird is sitting on a branch,a green field,a picture of a beach with a surf board,0.21470779802151024,0.045111761078870896,0.25,0.16666666666666666,0.0,0.0
tile_0139,a black and white bird flying through the sky,a green and black object,a large body of water,0.11111111111111109,0.2,0.14285714285714285,0.20000000000000004,0.0,0.0
tile_0140,a black and white photo of a black and white photo of a black and white photo of a black and,a piece of green algae,a large body of water,0.09523809523809525,0.4,0.15384615384615385,0.4000000000000001,0.1098090192684568,0.1443835552773867
tile_0141,a black and white cat with a black nose,a bird flying in the sky,a river with a small island in the middle,0.3333333333333333,0.3032653298563167,0.3333333333333333,0.4,0.06804963087832473,0.20613696606828605
tile_0142,a close up of a diamond,a river with a green field and a road,a river that is in the middle of a green area,0.21729910425353913,0.35588329018524795,0.3529411764705882,0.39999999999999997,0.09269789668627058,0.15976420924144447
tile_0143,a green and white object on a table,aerial view of the amazon river,an aerial view of the land that is being used for the development of the site,0.0,0.12591706855837456,0.0,0.36363636363636365,0.0,0.43361587581569583
tile_0144,a blur of a person in a suit,aerial view of the fields,an aerial view of the site of the proposed site,0.09735009788392564,0.2943035529371539,0.11111111111111112,0.5333333333333333,0.12735952979479354,0.5250790579579575
tile_0145,a green glass vase,aerial view of the fields,an aerial view of the village of the village of the village of the village of the village of the village,0.0,0.03260976318269297,0.0,0.3076923076923077,0.0,0.4722363740766291
tile_0146,a black and white cat is looking at the camera,aerial view of farmland fields,an aerial view of the fields in the countryside,0.10000000000000002,0.35946317129377725,0.10526315789473685,0.5714285714285714,0.1155574412102285,0.3875572553672504
tile_0147,a red and green background with a pattern,an aerial view of a farm in the middle of a rural area,an aerial view of a green field,0.25,0.38461538461538464,0.26666666666666666,0.5,0.09193998174078082,0.40840369224375006
tile_0148,a dog is sitting on a couch,"aerial image of the village of stow, suffolk",aerial view of the countryside,0.0,0.375,0.0,0.4615384615384615,0.0,0.4069290338737718
tile_0149,a green leaf with a white flower,aerial image of the site of the old railway,an aerial view of the site of the proposed site,0.0,0.596559544542913,0.0,0.631578947368421,0.0,0.6335924583491562
tile_0150,a cat is sitting on a table,an aerial view of a green field with a road,an aerial view of the site of the former farm,0.0,0.4,0.0,0.4000000000000001,0.0,0.31758174499497815
tile_0151,a close up of a diamond,aerial view of the river and fields,an aerial view of the site of the proposed site,0.08556951983876535,0.37225089001774603,0.125,0.47058823529411764,0.14438355527738675,0.40739778621409733
tile_0152,a man in a suit and tie is holding a cell,aerial view of the fields,an aerial view of a field with a road,0.18181818181818182,0.26959737847033294,0.19999999999999998,0.42857142857142855,0.0,0.34464214103805474
tile_0153,a blur of a red and green object,aerial view of the site of the proposed site,an aerial view of a farm in the countryside,0.22062422564614886,0.4444444444444444,0.23529411764705882,0.4444444444444444,0.07874460345594508,0.3901052651831878
tile_0154,a black and green ring with a green center,a bird is perched on a tree branch,a plane flying over a river with a boat in the water,0.23884377019126307,0.15163266492815836,0.28571428571428575,0.2,0.05951439576030657,0.0
tile_0155,a green and white flower on a pink background,a satellite image of a green area with a river,a river with a small boat in it,0.2222222222222222,0.4,0.23529411764705882,0.4444444444444445,0.0,0.18443191662261307
tile_0156,a pink and green background with a small white dot,a green wall with a white background,a painting of a man in a suit,0.2,0.24767939992862334,0.22222222222222224,0.26666666666666666,0.0,0.0
