tile_id,generic_clip_lr,generic_clip_sr,remote_clip_lr,remote_clip_sr
tile_0059,2.0925213396549225,2.2078262269496918,1.7542478442192078,1.9029690325260162
tile_0060,1.8821659684181213,2.300153225660324,1.6985876858234406,1.9312413036823273
tile_0061,2.152209132909775,2.311687022447586,1.7922306060791016,2.1335607767105103
tile_0062,2.131310999393463,2.2885921597480774,1.571899652481079,1.950402855873108
tile_0063,2.109227478504181,2.2448334097862244,1.5275686979293823,2.0775991678237915
tile_0064,1.5926288068294525,2.2912363708019257,1.2614347040653229,1.8318155407905579
tile_0065,1.9286277890205383,2.317003905773163,1.267920732498169,1.840185523033142
tile_0066,1.686365157365799,2.0409762859344482,1.725505292415619,1.7601832747459412
tile_0067,2.189435660839081,1.8309591710567474,1.8521496653556824,1.978999376296997
tile_0068,2.2572560608386993,2.2758013010025024,2.0639097690582275,2.1378350257873535
tile_0069,1.8920709192752838,2.385173738002777,1.6587114334106445,2.069440186023712
tile_0070,1.74559086561203,2.3314395546913147,1.2527042627334595,2.213773727416992
tile_0071,1.796048879623413,2.237216830253601,1.2367525696754456,2.042505145072937
tile_0072,1.8846598267555237,2.123754620552063,1.535225659608841,2.0944496989250183
tile_0073,1.6756652295589447,2.302229553461075,1.1734499037265778,1.8341577053070068
tile_0074,1.8305283784866333,2.3553842306137085,1.526082307100296,2.1542228758335114
tile_0075,1.9375066459178925,2.2773315012454987,1.2906453013420105,1.7679272592067719
tile_0076,1.8430688977241516,2.2326526045799255,1.6582970321178436,2.0006942749023438
tile_0077,2.027658373117447,2.2571849822998047,1.581733077764511,1.9542969763278961
tile_0078,1.670663058757782,2.304910570383072,1.6551324725151062,1.9679592549800873
tile_0079,2.0562389492988586,2.0790326595306396,1.759871393442154,2.098110318183899
tile_0080,2.0288854837417603,2.1174904704093933,1.4138992130756378,1.9144435226917267
tile_0081,1.9371810555458069,2.1175365149974823,1.394181102514267,1.8766000866889954
tile_0082,2.0420826971530914,2.213701158761978,1.5418890118598938,2.034901976585388
tile_0083,2.0840609073638916,2.1104244887828827,1.9521446526050568,2.1469292044639587
tile_0084,2.1301737427711487,2.17359721660614,1.7701247334480286,1.7510679364204407
tile_0085,1.9194307923316956,2.155289053916931,1.7656239867210388,2.2160132229328156
tile_0086,1.8791325390338898,2.258862853050232,1.4580653607845306,1.8068827688694
tile_0087,1.725904494524002,2.134466916322708,1.3141858577728271,1.6111759841442108
tile_0088,2.044004201889038,2.241632044315338,1.7948901653289795,1.945284754037857
tile_0089,2.1990694105625153,2.2534263134002686,1.727963387966156,2.043902724981308
tile_0090,2.1940897405147552,2.2771434485912323,1.9857551157474518,1.9662608206272125
tile_0091,1.7346861958503723,2.1993614733219147,1.7468950152397156,2.147132456302643
tile_0092,1.8874990940093994,2.1150991320610046,1.59848153591156,1.9656318426132202
tile_0093,1.954357773065567,2.209192216396332,1.298263669013977,1.7022040486335754
tile_0094,1.9658008217811584,2.20260813832283,1.361105740070343,1.6875368356704712
tile_0095,1.845237910747528,2.254479229450226,1.1984201520681381,1.9886019825935364
tile_0096,1.6635788977146149,2.254490405321121,1.281062364578247,2.161974161863327
tile_0097,1.639772653579712,2.36456498503685,1.4882129430770874,1.9912613928318024
tile_0098,1.8087394535541534,2.0648248493671417,1.4157630503177643,2.145903706550598
tile_0099,2.1158090233802795,2.3206596076488495,1.3134533166885376,2.079024612903595
tile_0100,2.100984752178192,2.17589870095253,1.535588651895523,2.3350337147712708
tile_0101,1.6902153193950653,2.2763261198997498,1.4928455650806427,1.909446120262146
tile_0102,2.185426950454712,2.2573238611221313,1.6202223300933838,1.8112139403820038
tile_0103,1.9067709147930145,2.2385969758033752,1.37836754322052,2.036900222301483
tile_0104,1.7157746851444244,2.247306853532791,1.4369428157806396,1.9720979034900665
tile_0105,1.4463569223880768,2.208889424800873,1.7115502059459686,1.9921469688415527
tile_0106,1.9397339224815369,2.226577401161194,1.7365847527980804,1.9604745507240295
tile_0107,1.886036992073059,2.05629825592041,1.6370116174221039,2.106116861104965
tile_0108,1.8186137080192566,2.0260554552078247,1.8155302107334137,2.042461931705475
tile_0109,1.3865070044994354,2.3143325746059418,1.2264982610940933,1.8025106191635132
tile_0110,1.7083404958248138,2.3044738173484802,1.239599883556366,1.974175125360489
tile_0111,1.9138017296791077,2.3346731066703796,1.515921950340271,1.613590568304062
tile_0112,1.9967909157276154,2.0440474152565002,1.8541955947875977,2.0809082686901093
tile_0113,2.0568034052848816,2.211775481700897,1.7170912027359009,2.124384045600891
tile_0114,2.068123519420624,2.306406795978546,1.374163031578064,2.0819613337516785
tile_0115,1.6091004014015198,2.217257022857666,1.6061416268348694,2.102471739053726
tile_0116,1.651456505060196,1.9668424129486084,1.6196715831756592,1.9363133609294891
tile_0117,1.828358918428421,2.115042507648468,1.7123720049858093,1.8653205037117004
tile_0118,1.4983409643173218,2.1902501583099365,1.532985121011734,2.036161720752716
tile_0119,1.8419653177261353,2.322467416524887,1.5138556063175201,2.1278008818626404
tile_0120,1.8497225642204285,2.3185810446739197,1.53213769197464,1.852595955133438
tile_0121,1.9081273674964905,2.1616114675998688,1.4299742877483368,1.720375120639801
tile_0122,2.0119118690490723,2.317674160003662,1.8126897513866425,2.110673189163208
tile_0123,1.676824688911438,2.1555471420288086,1.4814071357250214,1.8151840567588806
tile_0124,1.5876874327659607,2.038305699825287,1.6455656290054321,2.025836408138275
tile_0125,1.7396584153175354,2.115330994129181,1.6853302717208862,2.0730948448181152
tile_0126,1.8112152814865112,2.3179781436920166,1.561991274356842,2.0189721882343292
tile_0127,2.0018720626831055,2.3749078810214996,1.6281694173812866,1.9646424055099487
tile_0128,1.6223743557929993,2.2499175369739532,1.427064836025238,2.0836080610752106
tile_0129,1.6789951920509338,2.0620550215244293,1.6054224967956543,2.041136920452118
tile_0130,1.7361339926719666,2.074533849954605,1.5403488278388977,1.8572171032428741
tile_0131,1.7037801444530487,2.1941152215003967,1.668626219034195,2.146766483783722
tile_0132,1.4363254606723785,2.0269715785980225,1.6066914796829224,1.7427566647529602
tile_0133,2.0954225957393646,2.2878217697143555,1.530093103647232,1.733904480934143
tile_0134,2.0271337032318115,2.1100711822509766,1.8975639343261719,1.9549906253814697
tile_0135,2.1286334097385406,2.05427885055542,1.9414785504341125,2.0697689056396484
tile_0136,1.9872842729091644,2.0068904757499695,1.7885956168174744,1.9723136723041534
tile_0137,1.8028804659843445,2.062472701072693,1.8338920176029205,1.9457143545150757
tile_0138,1.9420257210731506,2.1482527256011963,1.5127673745155334,1.998753398656845
tile_0139,1.6760200262069702,1.833493411540985,1.7035849392414093,2.217918187379837
tile_0140,1.5722556412220001,1.834404170513153,1.7651908099651337,2.1087899804115295
tile_0141,1.5797528624534607,1.8883590400218964,1.7121776938438416,2.0579618215560913
tile_0142,1.5899056196212769,2.203085720539093,1.634899377822876,2.0534925162792206
tile_0143,1.6293889284133911,2.331041842699051,1.5409143269062042,2.133406400680542
tile_0144,1.6839279234409332,2.1354828774929047,1.5756674110889435,1.8260714411735535
tile_0145,1.7238210141658783,2.2807566821575165,1.5467040240764618,2.021598517894745
tile_0146,1.686321645975113,2.2410115599632263,1.4820417761802673,1.8048596382141113
tile_0147,1.83692067861557,2.2301694750785828,1.6506661474704742,1.9886195659637451
tile_0148,1.58773273229599,2.2098875045776367,1.3555853068828583,1.987142562866211
tile_0149,1.98019340634346,2.2230559587478638,1.5473796427249908,2.0456835627555847
tile_0150,1.9051691889762878,2.2909820079803467,1.4686709642410278,1.8452906608581543
tile_0151,1.600802093744278,2.3253028094768524,1.5408335626125336,2.023428976535797
tile_0152,1.8539789319038391,2.2705867886543274,1.3404883444309235,1.977403163909912
tile_0153,2.032373547554016,2.067278027534485,1.8323807418346405,1.9252875447273254
tile_0154,1.5491974353790283,1.9122117757797241,1.655423790216446,2.025989592075348
tile_0155,1.855204999446869,1.8937556445598602,1.6693753004074097,2.0391395688056946
tile_0156,1.935962736606598,2.189726382493973,1.6788370907306671,2.1501751244068146
tile_0157,2.0529967546463013,2.18860924243927,1.9684520363807678,2.1542680263519287
tile_0158,1.9060401618480682,2.3053961992263794,1.9914400577545166,2.120376229286194
tile_0159,2.1033167839050293,2.2030241787433624,1.8621140718460083,2.0416131615638733
tile_0160,2.0175302028656006,2.188074141740799,1.7855748534202576,2.217768430709839
tile_0161,1.8997116386890411,2.1517708897590637,1.702786386013031,2.0861011743545532
tile_0162,1.5733686089515686,2.1097953617572784,1.6580334305763245,2.0168940722942352
tile_0163,2.119269371032715,1.8039752542972565,1.8114984035491943,1.9839486479759216
tile_0164,2.0710180699825287,2.163020819425583,1.7955102026462555,2.2024638950824738
tile_0165,2.2094234824180603,2.1547047793865204,1.9117909669876099,2.2423528134822845
tile_0166,1.5478643774986267,2.06926167011261,1.584348976612091,2.04094260931015
tile_0167,1.9837144017219543,2.2231310606002808,1.8237164616584778,2.142016887664795
tile_0168,1.955733597278595,2.3261409997940063,1.3805361092090607,1.9231459498405457
tile_0169,2.031848132610321,2.263045758008957,1.4291022717952728,1.9546911120414734
tile_0170,2.0146191120147705,2.3093339800834656,1.5273123979568481,2.0618966221809387
tile_0171,1.8957886099815369,2.3506230115890503,1.3312849402427673,2.0838063955307007
tile_0172,2.100880742073059,2.0955154299736023,1.911972463130951,2.1457983553409576
tile_0173,1.7397905886173248,2.2614113986492157,1.533363163471222,2.11857333779335
tile_0174,2.024388015270233,2.2323155403137207,1.7334525287151337,2.136288285255432
tile_0175,1.7388217151165009,2.329399883747101,1.3787877559661865,1.834620088338852
tile_0176,1.7746828496456146,2.2506941854953766,1.8063056468963623,2.103024423122406
tile_0177,1.8640196323394775,2.1842528879642487,1.7844071984291077,2.0412081480026245
tile_0178,1.8399235606193542,2.1751530468463898,1.763039231300354,2.0453478395938873
tile_0179,1.8945105373859406,2.343730926513672,1.6920389235019684,2.1387015283107758
tile_0180,2.1401649713516235,2.2121484577655792,1.7135584354400635,2.0641647279262543
tile_0181,2.0609357953071594,2.0602673292160034,1.8206162750720978,2.018374800682068
tile_0182,1.847890466451645,2.1349774301052094,1.6921132802963257,2.0279179513454437
tile_0183,2.0098964869976044,2.1741367876529694,1.9621402025222778,2.16361403465271
tile_0184,1.8708060681819916,2.243299186229706,1.556142121553421,2.145710289478302
tile_0185,1.8085825443267822,2.22993403673172,1.3996204733848572,2.0409736037254333
tile_0186,1.619618684053421,2.248745411634445,1.1845704913139343,1.9773310422897339
tile_0187,1.512741595506668,2.1997949481010437,1.2340070307254791,1.880929321050644
tile_0188,1.5442459285259247,2.115474194288254,1.4813661575317383,1.9157350063323975
tile_0189,1.8094761669635773,1.8833339214324951,1.5031491219997406,2.0996731519699097
tile_0190,1.9629532098770142,1.9628709554672241,1.8156629800796509,2.0040546357631683
tile_0191,1.8899688124656677,2.1718180179595947,1.5426981449127197,1.9873309135437012
tile_0192,1.8353348970413208,2.199314832687378,1.6290386021137238,2.1484827995300293
tile_0193,1.7467793822288513,2.10077702999115,1.8263587355613708,2.116844654083252
tile_0194,1.7755134403705597,2.1783827245235443,1.4297699928283691,1.9854603707790375
tile_0195,1.7739903926849365,2.3413583636283875,1.4016735553741455,2.140115201473236
tile_0196,1.8855130672454834,2.2793537378311157,1.4297465980052948,2.074401080608368
tile_0197,2.0012345910072327,2.060357481241226,1.6624268889427185,1.956658661365509
tile_0198,1.620461791753769,2.1757055819034576,1.5067340433597565,2.125091552734375
tile_0199,1.875646859407425,2.1662965416908264,1.7618428170681,2.157966196537018
tile_0200,1.809556484222412,2.1077750623226166,1.7422395944595337,1.9899703562259674
tile_0201,1.9309742748737335,2.264620363712311,1.866956353187561,2.2436416149139404
tile_0202,1.6808846592903137,2.1406391263008118,1.9602346420288086,2.003955692052841
tile_0203,1.8240539729595184,2.2220858931541443,1.8759667873382568,2.043224722146988
tile_0204,1.8136437237262726,2.0284543931484222,1.7800165712833405,2.0416441559791565
tile_0205,1.8733803927898407,2.2765670716762543,1.791321337223053,2.190258800983429
tile_0206,1.901109665632248,2.2901633381843567,1.7243270576000214,2.2080790996551514
tile_0207,1.9909432530403137,2.26842999458313,1.1835253238677979,2.171882390975952
tile_0208,2.0970362424850464,2.338121384382248,1.2585043907165527,2.1379289031028748
tile_0209,1.6870097815990448,2.319456785917282,1.4356882870197296,2.0037420094013214
tile_0210,1.7601881921291351,2.224435806274414,1.5244564414024353,2.1207043528556824
tile_0211,1.5869870781898499,2.298584282398224,1.616014540195465,1.9915622472763062
tile_0212,1.7434407770633698,2.307562530040741,1.7338624596595764,1.8532927334308624
tile_0213,1.440468579530716,2.0954959094524384,1.5086250007152557,1.8749834597110748
tile_0214,1.9264765083789825,2.0086947083473206,1.7010167241096497,2.145296484231949
tile_0215,1.7613866925239563,2.069983333349228,1.8651561439037323,2.1043337881565094
tile_0216,1.537124216556549,2.096078246831894,1.7678478360176086,1.9188794493675232
tile_0217,1.3127587735652924,2.102241665124893,1.438104659318924,1.9786787033081055
tile_0218,1.956770420074463,2.217516601085663,1.502651572227478,2.1113410592079163
tile_0219,1.962939202785492,2.1517908573150635,1.8544621765613556,2.1096742153167725
tile_0220,1.7418131232261658,2.001049667596817,1.6596987843513489,1.9474920630455017
tile_0221,1.548411250114441,1.9105017185211182,1.707027107477188,1.917835772037506
tile_0222,1.8568532168865204,1.9964298605918884,1.7203281819820404,2.0702002942562103
tile_0223,1.622806191444397,2.18014657497406,1.6522130370140076,1.935344934463501
tile_0224,1.599172204732895,2.1492597460746765,1.811278611421585,1.961040198802948
tile_0225,1.655459702014923,2.0313772559165955,1.6386693716049194,1.9156067073345184
tile_0226,1.6767063736915588,2.1416692435741425,1.6641584038734436,2.1528130769729614
tile_0227,1.9825315475463867,2.247636914253235,1.5997295081615448,2.1034106612205505
tile_0228,1.5226802229881287,2.098321318626404,1.6847893595695496,2.059691399335861
tile_0229,1.9487836956977844,2.2751781344413757,1.71070396900177,2.1766741573810577
tile_0230,1.8704810738563538,2.2628888487815857,1.2976093590259552,2.1734392642974854
tile_0231,1.9080601632595062,2.2913122177124023,1.3393421471118927,2.1427330374717712
tile_0232,1.6322749853134155,2.295486330986023,1.459416151046753,1.9393739104270935
tile_0233,1.9758990406990051,2.29147270321846,1.884373277425766,2.1583636105060577
tile_0234,1.7643678188323975,2.3265427350997925,1.14079087972641,1.9230565428733826
tile_0235,1.5686139464378357,2.187412977218628,1.3793881237506866,2.0892031490802765
tile_0236,1.7634084820747375,2.1765972673892975,1.7425324022769928,2.037452459335327
tile_0237,1.654028594493866,2.2166408598423004,1.7374864220619202,1.9322866201400757
tile_0238,1.559414118528366,1.9892872869968414,1.7136368155479431,1.8689802289009094
tile_0239,1.9186437129974365,2.2294238209724426,1.8420122563838959,2.147599756717682
tile_0240,1.434578001499176,1.4642708003520966,1.6223704814910889,1.839185506105423
tile_0241,2.0762257277965546,1.9774022698402405,1.9623562693595886,1.9831037521362305
tile_0242,1.9623422622680664,2.071164697408676,1.8982616066932678,2.067027986049652
tile_0243,2.0004235208034515,2.07345187664032,2.0129573345184326,2.129885107278824
tile_0244,2.1371720731258392,2.140945643186569,1.7966912686824799,1.9739344716072083
tile_0245,2.0691925287246704,2.2202546894550323,1.701948493719101,2.0557615160942078
tile_0246,1.8786785006523132,1.7789967358112335,1.6739128530025482,1.8205815553665161
tile_0247,1.6734662652015686,1.926732212305069,1.5758810937404633,1.7890290915966034
tile_0248,1.5709134936332703,1.7849278450012207,1.6124796867370605,1.7800679802894592
tile_0249,1.4839431643486023,1.826980710029602,1.8182070553302765,2.047952264547348
tile_0250,2.110966145992279,2.0343299210071564,1.6629275679588318,2.171689420938492
tile_0251,1.8141433596611023,2.319405972957611,1.64682999253273,2.118033915758133
tile_0252,1.997370421886444,2.2571881115436554,1.9300083816051483,2.0870494842529297
tile_0253,1.712862253189087,2.2309494018554688,1.3105176389217377,1.954500675201416
tile_0254,2.0923250913619995,2.3130476474761963,1.4633050560951233,2.1129748225212097
tile_0255,1.8395763635635376,2.314358651638031,1.2605595588684082,2.033875286579132
tile_0256,1.8863007426261902,2.192308008670807,1.6528362035751343,2.016381621360779
tile_0257,2.009776532649994,2.1510663628578186,1.5610997378826141,2.111809551715851
tile_0258,1.9349046051502228,2.3317667841911316,1.563113033771515,2.2054442763328552
tile_0259,1.779860109090805,2.2077541053295135,1.5464892983436584,1.8665435910224915
tile_0260,1.7219312489032745,2.1832430362701416,1.6324755549430847,1.9304122030735016
tile_0261,1.9450560212135315,2.2185224294662476,1.5183451771736145,2.2005075216293335
tile_0262,2.072218358516693,2.1414220333099365,1.7156118154525757,1.9108982384204865
tile_0263,1.7385581135749817,2.3027104139328003,1.555171012878418,2.0229756832122803
tile_0264,1.5383026003837585,2.316504567861557,1.7039193212985992,2.098624110221863
tile_0265,1.650576889514923,2.22320020198822,1.8636049330234528,2.0420020818710327
tile_0266,1.9063958525657654,2.223297953605652,1.7624354362487793,2.049645632505417
tile_0267,1.7228692770004272,2.0368215441703796,1.7572908103466034,2.061564177274704
tile_0268,1.7213882505893707,1.8541936576366425,1.7112310230731964,2.1393659710884094
tile_0269,2.1127231419086456,2.1367990970611572,2.025396078824997,2.117050886154175
tile_0270,1.8759223818778992,2.214054614305496,1.9024965167045593,2.0528247952461243
tile_0271,1.7440252006053925,1.9520412385463715,1.7860513925552368,1.9130825996398926
tile_0272,1.7663246393203735,2.2120562195777893,1.691897213459015,1.8320882320404053
tile_0273,2.0475077629089355,2.1639205515384674,1.8240590393543243,1.971280425786972
tile_0274,1.9067123532295227,2.261168658733368,1.8012835085391998,2.1156303584575653
tile_0275,1.9328296184539795,2.233225554227829,1.7499057948589325,2.1118998527526855
tile_0276,1.795942783355713,2.1678951382637024,1.1507101356983185,2.161558121442795
tile_0277,1.8373888731002808,2.0212869346141815,1.6014274954795837,1.9924984872341156
tile_0278,2.1891814470291138,2.262207716703415,1.7318031191825867,1.6423889994621277
tile_0279,1.9671149551868439,2.3658600449562073,1.7098534107208252,1.8444083631038666
tile_0280,1.8123310804367065,2.3205405473709106,1.7798057198524475,1.9252584874629974
tile_0281,1.7078788578510284,2.089003622531891,1.776307076215744,1.9474658370018005
tile_0282,1.7478908598423004,2.22823828458786,1.7652308940887451,1.9312776625156403
tile_0283,1.663275957107544,2.2957535088062286,1.6631239652633667,1.914295256137848
tile_0284,1.9447541236877441,2.2000136971473694,1.627008318901062,2.1663233637809753
tile_0285,1.815798431634903,2.2642703354358673,1.648022085428238,2.0834335684776306
tile_0286,1.8484094738960266,2.3337754607200623,1.836353838443756,2.1188274025917053
tile_0287,1.9787873327732086,2.2435274720191956,1.5913532674312592,2.0856645703315735
tile_0288,1.7901045083999634,2.1717432141304016,1.664101779460907,2.012699842453003
tile_0289,2.0117898285388947,2.02809602022171,1.7913617193698883,1.9903481006622314
tile_0290,1.880827248096466,2.130783498287201,1.7731007933616638,1.8434230983257294
tile_0291,1.8881957232952118,2.289153039455414,1.721181720495224,1.9658417999744415
tile_0292,1.9745594263076782,2.0484039187431335,1.9111165404319763,2.014382779598236
tile_0293,1.849585473537445,2.099723219871521,1.8181142210960388,2.1966029703617096
tile_0294,1.5901947021484375,1.9018417596817017,1.7335900664329529,2.0736759901046753
tile_0295,2.1331658959388733,2.220713198184967,1.8614859879016876,1.9234956800937653
tile_0296,1.9619181752204895,2.1547386050224304,1.7491468787193298,2.1209552884101868
tile_0297,1.9315584003925323,2.1038277447223663,1.7089277505874634,2.093711644411087
tile_0298,1.8027590215206146,2.0659811794757843,1.89436674118042,2.0966319739818573
tile_0299,1.9635464251041412,2.3002229630947113,1.472368836402893,2.2143715620040894
tile_0300,1.935817003250122,2.2433118522167206,1.2402798980474472,2.134784162044525
tile_0301,2.1119682490825653,2.254461348056793,1.5899893641471863,1.9498564302921295
tile_0302,1.7452235519886017,2.213425785303116,1.3426607847213745,2.0207875967025757
tile_0303,2.0635417103767395,2.1941211819648743,1.7298159003257751,2.0101895928382874
tile_0304,2.055341899394989,1.9547906517982483,1.7928050458431244,2.0037005841732025
tile_0305,1.8928700685501099,1.9263151288032532,1.7599377036094666,2.095687687397003
tile_0306,1.9969330728054047,2.2113463282585144,1.8011073768138885,1.9851788878440857
tile_0307,1.6811078786849976,2.276633381843567,1.5451033413410187,2.0206114649772644
tile_0308,1.6557787358760834,2.24277064204216,1.8331828713417053,2.048085331916809
tile_0309,2.1167171001434326,2.0831020176410675,1.5871773660182953,1.9798123836517334
tile_0310,1.743895262479782,1.933278739452362,1.8324711918830872,2.0941972732543945
tile_0311,1.817903220653534,2.00152724981308,1.7384874820709229,1.8721199035644531
tile_0312,1.5594705939292908,2.2081221640110016,1.777605563402176,1.9736742973327637
tile_0313,1.6182926297187805,2.00400710105896,1.6026011109352112,1.875038594007492
tile_0314,1.7952612042427063,2.06167072057724,1.773269772529602,1.8360516428947449
tile_0315,1.7921620607376099,2.2602906823158264,1.8408778309822083,2.097353935241699
tile_0316,1.6170835494995117,2.1803118288517,1.5343132615089417,1.9793975353240967
tile_0317,1.6302914917469025,1.8547996878623962,1.5777014195919037,2.0168840885162354
tile_0318,1.6791203618049622,2.0430201292037964,1.788243055343628,2.1543775498867035
tile_0319,2.055111825466156,2.079295814037323,1.9481772184371948,2.196464091539383
tile_0320,1.8207554519176483,1.9164741039276123,1.4350423216819763,2.0329761505126953
tile_0321,1.7962646484375,1.9538384675979614,1.8345791101455688,2.2212469577789307
tile_0322,1.8873389065265656,2.214292734861374,1.5477225184440613,2.0485731959342957
tile_0323,1.9607983529567719,2.2065649926662445,1.4447110891342163,1.9996783137321472
tile_0324,1.8735793232917786,2.205794006586075,1.492702066898346,1.9778203964233398
tile_0325,1.9039349257946014,2.2621366381645203,1.3722710311412811,1.9653066992759705
tile_0326,1.8597042560577393,2.3145760595798492,1.5304194390773773,2.0575666427612305
tile_0327,1.876293122768402,2.0556437969207764,1.6139671206474304,1.9119508564472198
tile_0328,1.8951961398124695,2.1322500705718994,1.5447650849819183,1.900884360074997
tile_0329,1.6989606618881226,2.1324005722999573,1.8039751052856445,2.0956137776374817
tile_0330,1.8481683731079102,2.2368741035461426,1.6187959909439087,2.1124082803726196
tile_0331,1.4807239174842834,1.9996008276939392,1.6097408533096313,1.854151338338852
tile_0332,1.8917465209960938,2.132924199104309,1.5655747056007385,1.9160330295562744
tile_0333,1.974538266658783,2.171594500541687,1.5428520739078522,1.8689155578613281
tile_0334,1.722739338874817,2.1743780374526978,1.564832329750061,1.953260898590088
tile_0335,1.6470159590244293,2.0609815418720245,1.7933213710784912,1.9955730438232422
tile_0336,1.6584192216396332,1.8726345896720886,1.611683964729309,1.892557293176651
tile_0337,1.8008831143379211,2.1669524908065796,1.5628308057785034,1.9339989125728607
tile_0338,2.034764885902405,2.3174721002578735,1.5248915553092957,1.96171373128891
tile_0339,1.991797387599945,2.362692654132843,1.5389129519462585,2.145127058029175
tile_0340,1.7802125215530396,2.2575536370277405,1.692385971546173,2.1542827785015106
