tile_id,caption_lr,caption_sr,caption_gt,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
tile_0028,a green tree in the middle of a street,a large field with a tree in the middle,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0029,a white and black cat sitting on a white chair,an aerial view of the site of the proposed site,an aerial view of the site of the proposed site,0.0,1.0,0.0,1.0,0.0,1.0
tile_0030,a close up of a person ' s face,an aerial view of a lake and land,an aerial view of the road that runs through the countryside,0.08897082254631197,0.3436446393954861,0.10526315789473685,0.4210526315789474,0.06743557494279505,0.2720595904124083
tile_0031,a blur of a person on a bike,aerial view of the green fields,an aerial view of the countryside,0.12500000000000003,0.6666666666666666,0.14285714285714288,0.6666666666666666,0.10163066979112656,0.5031026124151314
tile_0032,a green tree with a white top,a green field with a white line in the middle,aerial view of the fields,0.0,0.10000000000000002,0.0,0.13333333333333333,0.0,0.08704446792504218
tile_0033,a large christmas tree in the middle of the city,an aerial view of a residential area in the suburb of the city of sydney,an aerial view of the site of the proposed development,0.3,0.4666666666666667,0.3,0.56,0.3280375488887144,0.5987397476519991
tile_0034,a blur of a building in the city,"a satellite image of the town of laredo, mexico",an aerial view of a small town in the middle of the country,0.26763071425949514,0.35621132690553037,0.380952380952381,0.4545454545454546,0.35027902738402644,0.3929545947357374
tile_0035,a city at night with a bridge and buildings,an aerial view of the city of san,an aerial view of a city with lots of buildings,0.39770636302860873,0.5841005873035536,0.4210526315789474,0.6666666666666665,0.20954240380710126,0.6201272584968651
tile_0036,a city with lots of lights on it,an aerial view of the intersection of the highway and the intersection of the highway,an aerial view of a city with a road,0.4412484512922977,0.26666666666666666,0.47058823529411764,0.33333333333333337,0.275195812175023,0.24307430905587096
tile_0037,a green plant with a white stem,a road that is next to a body of water,a road that is next to a body of water,0.18612544500887301,1.0,0.23529411764705882,1.0,0.0,1.0000000000000002
tile_0038,a white cat with a black nose,a large body of water,a lake with a boat in it,0.42857142857142855,0.13406400920712788,0.42857142857142855,0.16666666666666666,0.11234277891542777,0.0
tile_0039,a green and pink background with a small white dot,a green wall with a white background,an aerial view of the golf course at the golf course,0.0,0.0,0.0,0.0,0.0,0.0
tile_0040,a pink and green background with a small amount of light,a green and brown wall with a white border,a satellite image of a green field,0.36363636363636365,0.3333333333333333,0.4444444444444444,0.375,0.17856621555757482,0.09349477497536716
tile_0041,a green and red background with a small white dot,a green patch of land,a large area with lots of trees and grass,0.3,0.17973158564688863,0.3157894736842105,0.2857142857142857,0.14438355527738672,0.09867961797986957
tile_0042,a baseball game is being played on a field,a large body of water,a river that is brown in color,0.2222222222222222,0.13406400920712788,0.25,0.16666666666666666,0.0845798608014702,0.0
tile_0043,a white light is on the ground,a large body of water,an aerial view of the lake and surrounding area,0.10735389901075512,0.08986579282344431,0.125,0.14285714285714285,0.07397129483465995,0.09269789668627058
tile_0044,a very colorful background with a lot of small circles,a green wall with a small patch of grass,an aerial view of a forest with a small lake,0.5,0.49713295378576094,0.5,0.5263157894736842,0.23297965480487529,0.2532094495161745
tile_0045,a green glow on a white background,a green leaf with a brown spot,a lake in the middle of a forest,0.24767939992862334,0.24767939992862334,0.26666666666666666,0.26666666666666666,0.0,0.0
tile_0046,a man in a suit and tie is holding a cell,an aerial image of the site of the proposed site,an aerial view of the site of the former home of former president ronald castro,0.0,0.42457146179884336,0.0,0.56,0.0,0.5685528936843679
tile_0047,a white bird is flying through the air,a satellite image of a green field,an aerial view of a golf course in the hills,0.19470019576785122,0.18612544500887301,0.22222222222222224,0.23529411764705882,0.06804963087832473,0.08176804146599938
tile_0048,a green and white flower on a white background,an aerial view of the site of the proposed site,an aerial view of a rural area,0.11111111111111109,0.4,0.125,0.47058823529411764,0.0,0.35623391380599695
tile_0049,a close up of a green and yellow flower,an aerial view of the site of the proposed site,an aerial view of a farm and a river,0.4444444444444444,0.4,0.4444444444444444,0.4210526315789474,0.16839750037215276,0.31882319724566466
tile_0050,a blurry image of a person in a chair,aerial view of the road,an aerial view of the site of the proposed site,0.09942659075715217,0.2943035529371539,0.10526315789473685,0.5333333333333333,0.11521554337793123,0.5250790579579575
tile_0051,a blur of a green leaf,aerial view of the farm,an aerial view of the site of the proposed site,0.08556951983876535,0.2943035529371539,0.125,0.5333333333333333,0.14438355527738672,0.5250790579579575
tile_0052,a black cat sitting on a white chair,an aerial view of a farm and field,"an aerial view of the site of the former military base in the town of khar, near the town",0.0,0.12641979790237323,0.0,0.2962962962962963,0.0,0.2356105166403349
tile_0053,a close up of a green and white diamond,an aerial view of a farm in the middle of a rural area,an aerial view of the site of the proposed site,0.09942659075715217,0.46153846153846156,0.10526315789473685,0.5217391304347826,0.10599213135093251,0.4658743405039108
tile_0054,a blur of a building,an aerial view of a farm and fields,an aerial view of the site of the proposed site,0.07357588823428847,0.38940039153570244,0.13333333333333333,0.4444444444444445,0.1707761131901165,0.31882319724566466
tile_0055,a green plant in a pot,an aerial view of the site of the proposed site,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0056,a white and black cat is standing in the grass,an aerial view of the city of san,"an aerial view of the city of san, california",0.10000000000000002,0.772184789761521,0.10526315789473685,0.9411764705882353,0.053550953149967315,0.9138106509294462
tile_0057,a green and white background with a small flower,an aerial view of the site of the proposed school,"an aerial view of the town of laredo, mexico",0.0,0.6,0.0,0.631578947368421,0.0,0.5862086802424396
tile_0058,a large cluster of pink flowers,a satellite image of the city of new orleans,a satellite image of the city of puerto,0.23884377019126307,0.7777777777777778,0.28571428571428575,0.823529411764706,0.17995341378217855,0.7327068970668786
tile_0059,a large white flower with many small white flowers,a satellite image of the city of san,a large city with lots of buildings and lots of trees,0.26691246763893595,0.3436446393954861,0.3,0.4210526315789474,0.09349477497536715,0.2916722353168035
tile_0060,a white object is seen in the sky,a large area of land,"an aerial view of the city of chandi, bangladesh",0.11031211282307446,0.08986579282344431,0.11764705882352941,0.14285714285714285,0.06123094334544522,0.17998891881180662
tile_0061,a soccer ball is on the ground,an aerial view of the road that leads to the site of the proposed proposed site,an aerial view of the road leading to the beach,0.09306272250443651,0.5,0.11764705882352941,0.6153846153846154,0.13627634143908643,0.5664587937100548
tile_0062,a white car driving down a road in the woods,an aerial view of the road that goes through the forest,an aerial view of the highway that runs through the forest,0.09048374180359597,0.8181818181818182,0.09523809523809525,0.8181818181818182,0.11129859886312511,0.7357532581618298
tile_0063,a plane flying over a forest filled with trees,a large green field,an aerial view of a road and a small town,0.19885318151430437,0.055782540037107455,0.2105263157894737,0.14285714285714288,0.0,0.0
tile_0064,a tree with a white and green background,a satellite image of a city,"a satellite image of the city of kalua, in the state of kalua",0.0669076785648738,0.25950268659549813,0.09523809523809525,0.5263157894736842,0.0,0.5323860571284419
tile_0065,a white and green pattern on a brown background,a lake surrounded by trees,a river in the middle of a city,0.2222222222222222,0.10976232721880529,0.23529411764705882,0.15384615384615385,0.0,0.0
tile_0066,a very colorful sky,a green wall with a black and white sign,an aerial view of the site of the former military base in the philippines,0.0,0.0,0.0,0.0,0.0,0.0
tile_0067,a black and white cat is standing in the grass,a large patch of land with a small patch of land,an aerial view of the river and surrounding land,0.2,0.18181818181818182,0.2105263157894737,0.19999999999999998,0.1263637396650437,0.21520678976444918
tile_0068,a black and white image of a person with a hat,a pink and green background with a black border,a green hill with a pink sky in the background,0.2727272727272727,0.596559544542913,0.28571428571428564,0.631578947368421,0.06744304769296748,0.368023208756115
tile_0069,a green and white diamond,an aerial view of the site of the proposed site,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0070,a green and white diamond,aerial image of the road leading to the village of stow,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0071,a green and white square,aerial view of the fields,an aerial view of a green field,0.26812801841425576,0.40219202762138356,0.3333333333333333,0.5,0.11521554337793122,0.38087260847594373
tile_0072,a black and white cat,a green field with a red line in the middle,an aerial view of a green field,0.13406400920712788,0.3,0.16666666666666666,0.3529411764705882,0.0,0.17077611319011654
tile_0073,a black and white dog,an aerial view of a green field,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0074,a black and white cat sitting on top of a table,aerial view of farmland fields,an aerial view of the fields and fields,0.18181818181818182,0.43904930887522114,0.2105263157894737,0.6153846153846154,0.11914719328677731,0.5689275447725676
tile_0075,a green and white object with a black background,aerial view of the fields,an aerial view of a farm in the countryside,0.11111111111111109,0.35946317129377725,0.1111111111111111,0.5714285714285714,0.0,0.474330706497194
tile_0076,a black and white cat is looking at the camera,an aerial view of the countryside,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0077,a green and white cat is sitting on a white surface,an aerial view of the site of the former castle,an aerial view of the site of the proposed site,0.0,0.8,0.0,0.8000000000000002,0.0,0.7900322566465156
tile_0078,a blur of a plant in a pot,a satellite image of a small town,an aerial view of a small village in the middle of a rural area,0.23618327637050734,0.21021682352653848,0.36363636363636365,0.38095238095238093,0.22327321285072343,0.22327321285072343
tile_0079,a black bear is seen in this image,a satellite image of a small town,an aerial view of a small town,0.12500000000000003,0.5714285714285714,0.13333333333333333,0.5714285714285714,0.0,0.38087260847594373
tile_0080,a satellite satellite is seen in this image taken from the international space station,an aerial view of the site of the proposed school,an aerial view of the site of the proposed site,0.07142857142857141,0.9,0.08333333333333333,0.9,0.07098413734701414,0.9044401059413036
tile_0081,a small white object in the dark sky,"a satellite image of the city of fort, texas","an aerial view of the town of laredo, colombia",0.11031211282307446,0.3333333333333333,0.11764705882352941,0.3333333333333333,0.06123094334544522,0.3157851025196653
tile_0082,a green and white background with a white and black pattern,"a satellite image of the site of the former us embassy in the city of ti, guatemala",a small town with a road and a small town,0.36363636363636365,0.0588235294117647,0.380952380952381,0.07407407407407408,0.14790088592840145,0.0
tile_0083,a green light shining in the dark sky,a satellite image of a green area with a small patch of land,aerial view of a river and a forest,0.12500000000000003,0.23076923076923078,0.125,0.2857142857142857,0.0,0.13627634143908643
tile_0084,a black cat is sitting on a tree,a large patch of land,a brown and green floor with a brown and green pattern,0.17182231969774306,0.060238842382440407,0.2105263157894737,0.12500000000000003,0.0,0.0
tile_0085,"a large, green, and pink colored object",a green wall with a small patch of grass,an aerial view of the jungle,0.0,0.11111111111111109,0.0,0.13333333333333333,0.0,0.0845798608014702
tile_0086,a tree with white flowers in the background,a satellite image of a green field,a large area with a lot of trees and buildings,0.19470019576785122,0.2791881675133095,0.22222222222222224,0.3529411764705882,0.07244081925041986,0.08704446792504217
tile_0087,a christmas tree with lights on it,a bridge over a river,an aerial view of the bridge that crosses the river,0.0,0.14715177646857694,0.0,0.26666666666666666,0.0,0.21507032570577075
tile_0088,a street with cars parked on it and a tree in the background,a bridge over a river,an aerial view of the bridge that crosses the river,0.07692307692307693,0.14715177646857694,0.08695652173913043,0.26666666666666666,0.09865621511919305,0.21507032570577075
tile_0089,a view of a road with a car driving down it,a road in the middle of a forest,aerial view of a road and a small town,0.45454545454545453,0.4412484512922977,0.5,0.47058823529411764,0.2532094495161745,0.18443191662261307
tile_0090,a tree with a white sky in the background,a green area with a white border,a river in the middle of a forest,0.4444444444444444,0.24767939992862334,0.47058823529411764,0.26666666666666666,0.18443191662261307,0.0
tile_0091,a white cloud with a green background,a large body of water,a large body of water surrounded by trees,0.12383969996431167,0.5488116360940264,0.13333333333333333,0.7692307692307693,0.0,0.6348087971775132
tile_0092,a white and black dog is standing in the grass,a picture of a hill with a river running through it,an aerial view of the flooded river in the amazon rainforest,0.18096748360719192,0.18181818181818182,0.1904761904761905,0.18181818181818182,0.1653324433614895,0.11031569691241042
tile_0093,a blur of a tree in the forest,aerial view of the site of the proposed new bridge,an aerial view of the site of the proposed site,0.19470019576785122,0.8,0.22222222222222224,0.8000000000000002,0.26055567105626243,0.7900322566465154
tile_0094,a white object with a green light on it,an aerial view of the countryside,an aerial view of the site of the proposed site,0.0,0.4278475991938267,0.0,0.625,0.0,0.5800762373653504
tile_0095,a close up of a diamond,aerial view of the green fields,an aerial view of the farm land in the middle of the country,0.051900537319099625,0.20760214927639847,0.10526315789473684,0.42105263157894735,0.12396718391029309,0.4790800296494066
tile_0096,a purple and white background with a black and white pattern,an aerial view of the countryside,an aerial view of the site of the proposed site,0.0,0.4278475991938267,0.0,0.625,0.0,0.5800762373653504
tile_0097,a blur of a building,an aerial view of a green field,an aerial view of the fields and fields,0.10976232721880529,0.4953587998572467,0.15384615384615385,0.5333333333333333,0.10371551133313005,0.3563004293331381
tile_0098,a cat is sitting on a chair in the dark,aerial view of the river and fields,an aerial view of the site of the proposed site,0.10000000000000002,0.37225089001774603,0.10000000000000002,0.47058823529411764,0.0986796179798696,0.40739778621409733
tile_0099,a man in a white shirt and tie,an aerial view of a large field with a small lake,an aerial view of the site of the proposed site,0.0,0.36363636363636365,0.0,0.380952380952381,0.0,0.26964631197845634
tile_0100,a cat is standing in the middle of a room,aerial view of a field,an aerial view of the countryside,0.2,0.49123845184678916,0.25,0.5454545454545454,0.17077611319011657,0.4501755023269898
tile_0101,a blur of a tree in the night,an aerial view of the village,an aerial view of a small town in the countryside,0.38940039153570244,0.4278475991938267,0.4444444444444445,0.625,0.2605556710562624,0.5270724758293459
tile_0102,a blur of a tree in the forest,an aerial view of the site of the former home of the late president of the united states,a small village in the middle of a green field,0.48675048941962806,0.11111111111111109,0.5555555555555556,0.14285714285714285,0.2798280652432878,0.29878909318799907
tile_0103,a blur of a tree in the forest,a satellite image of the area where the plane crashed,an aerial view of the golf course at the course,0.19470019576785122,0.3,0.22222222222222224,0.3,0.19976381413756955,0.25520352837983534
tile_0104,a white christmas tree with a red background,a large green field,"an aerial view of the town of san, mexico",0.0,0.0,0.0,0.0,0.0,0.0
tile_0105,a close up of a plant with a blur,a satellite image of a small town,an aerial view of a small town,0.2222222222222222,0.5714285714285714,0.25,0.5714285714285714,0.09193998174078082,0.38087260847594373
tile_0106,a man in a suit and tie is standing on a stair,an aerial view of the area where the site of the proposed new school is located,an aerial view of the road that leads to the site of the proposed site,0.0,0.625,0.0,0.6451612903225806,0.0,0.6468566253740868
tile_0107,a blur of red and green leaves,a green wall with a small patch of grass,a large area with lots of green grass,0.37151909989293497,0.5555555555555556,0.39999999999999997,0.5882352941176471,0.18443191662261307,0.40298220897396103
tile_0108,a cross in the middle of a forest,a green wall with a white and black sign,an aerial view of the site of the proposed site,0.19470019576785122,0.0,0.22222222222222224,0.0,0.26055567105626243,0.0
tile_0109,a green and white christmas tree with white stars,a small town on a small island,a river that is in the middle of a city,0.09942659075715217,0.18612544500887301,0.10526315789473685,0.23529411764705882,0.0,0.0
tile_0110,a green and white object is seen in this image,a small boat is floating in a body of water,a boat is sailing down the river,0.2,0.3,0.23529411764705882,0.3529411764705882,0.07397129483465995,0.17077611319011654
tile_0111,a white bird is flying through the air,a large green patch of land,an aerial view of the site of the proposed site,0.09735009788392564,0.08556951983876535,0.11111111111111112,0.125,0.10599213135093251,0.12735952979479356
tile_0112,a black cat is sitting on a white surface,a green field,an aerial view of the road leading to the top of the mountain,0.0,0.0,0.0,0.0,0.0,0.0
tile_0113,a bridge at night with a light on it,a road in the middle of a green field,a road with a small hill in the background,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.07780894359285004,0.275195812175023
tile_0114,the moon is seen over the city lights,a road in the middle of a green area,an aerial view of the site of the proposed site,0.19470019576785122,0.19885318151430437,0.22222222222222224,0.2105263157894737,0.19087406613020352,0.23790309463326234
tile_0115,a green eyeliner with a black eyeliner,a green leaf,a large body of water with a pink substance,0.32206169703226534,0.045111761078870896,0.375,0.16666666666666666,0.07780894359285004,0.0
tile_0116,a black and white cat,a cake with a slice missing,a large body of water with a small island in the middle,0.0493193927883213,0.18393972058572117,0.11764705882352941,0.3333333333333333,0.0,0.08768681980142445
tile_0117,a white and black kite,a picture of a green field with a bird flying over it,aerial view of the beach and the ocean,0.10976232721880529,0.08333333333333333,0.15384615384615385,0.1,0.08768681980142445,0.05629715757507138
tile_0118,a white diamond with a black band,a green field with a small patch of grass,an aerial view of the beach and the ocean,0.0,0.11111111111111109,0.0,0.1111111111111111,0.0,0.06123094334544522
tile_0119,a blur of a person in a green shirt,an aerial view of the countryside,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0120,a blur of a building in the sky,a green field with a small patch of grass,a black and green tile with a white border,0.22062422564614886,0.4444444444444444,0.23529411764705882,0.4444444444444444,0.0,0.16839750037215276
tile_0121,a blur of a building in the middle of a street,an aerial view of a field with a small house,an aerial view of the site of the proposed site,0.2727272727272727,0.4,0.28571428571428564,0.4000000000000001,0.31884954143308364,0.2911650526086002
tile_0122,a close up of a green and white tile,an aerial view of the site of the proposed site,an aerial view of a farm in the middle of the country,0.15922918012750872,0.5731115271545874,0.1904761904761905,0.6363636363636365,0.10998569993173557,0.5537528826695526
tile_0123,a man with a beard and a white shirt,an aerial view of a green field,an aerial view of a farm in the countryside,0.11111111111111109,0.5367694950537757,0.1111111111111111,0.6250000000000001,0.0,0.41120705506761873
tile_0124,a red and green abstract background,a painting of a green field with a small patch of grass,an aerial view of a farm in the countryside,0.10108844328543891,0.16666666666666669,0.13333333333333333,0.1904761904761905,0.0,0.12301427066840341
tile_0125,a green leaf with a white background,an aerial view of a green field,an aerial view of the site of the proposed site,0.0,0.37225089001774603,0.0,0.47058823529411764,0.0,0.35623391380599695
tile_0126,a green leaf with a white background,an aerial view of the site of the proposed site,an aerial view of the site of the fort,0.0,0.8,0.0,0.8421052631578948,0.0,0.8440207857003775
tile_0127,a dog is sitting on a green surface,aerial view of the site of the proposed site,an aerial view of the site of the proposed site,0.0,0.8948393168143697,0.0,0.9473684210526316,0.0,0.9400186907181732
tile_0128,a close up of a green and white flower,an aerial view of the site of the former site of the former site of the former site,an aerial view of a farm in the countryside,0.2222222222222222,0.2777777777777778,0.2222222222222222,0.3703703703703704,0.07244081925041986,0.3622712693098452
tile_0129,a green and white flower with a blur effect,an aerial view of the countryside,an aerial view of a road in the countryside,0.11111111111111109,0.6065306597126334,0.1111111111111111,0.8,0.0,0.7765145304745155
tile_0130,a green plant with a white flower in the middle,a green field with a small patch of land,an aerial view of a field with a road,0.3,0.5555555555555556,0.3157894736842105,0.5555555555555556,0.07244081925041986,0.275195812175023
tile_0131,a green and white background with a white border,a large body of water,an aerial view of the river and surrounding land,0.11111111111111109,0.08986579282344431,0.1111111111111111,0.14285714285714285,0.05951439576030657,0.09269789668627058
tile_0132,a person ' s hand with a green and black wrist,a river with a green and brown color,a river that has been flooded by water,0.0909090909090909,0.25,0.11111111111111112,0.25,0.0,0.0845798608014702
tile_0133,a man in a white shirt and black pants,a large body of water,an aerial view of the site of the former president of the united,0.0,0.04037930359893108,0.0,0.1111111111111111,0.0,0.17889107755145162
tile_0134,a green and red background with a white and black background,a green wall with a red spot in the middle,a satellite image of the amazon river,0.0909090909090909,0.2,0.1111111111111111,0.23529411764705882,0.0,0.0787446034559451
tile_0135,a green hill,a green and brown area,a mountain with a small patch of land in the middle,0.023161150407600514,0.060238842382440407,0.14285714285714288,0.12500000000000003,0.0,0.0
tile_0136,a close up of a green eye with a black background,a river in the middle of a green field,a river in the middle of a green field,0.36363636363636365,1.0,0.39999999999999997,1.0,0.15592892548708362,1.0000000000000004
tile_0137,a green substance,a green tree,a large green island with a small island in the middle,0.04632230081520103,0.04632230081520103,0.28571428571428575,0.28571428571428575,0.1272589870097525,0.1272589870097525
tile_0138,a bird is sitting on a branch,a green field,a beach with a sandy shoreline and a cliff,0.21470779802151024,0.045111761078870896,0.25,0.16666666666666666,0.0,0.0
tile_0139,a black and white bird flying through the sky,a green and black object,a large body of water,0.11111111111111109,0.2,0.14285714285714285,0.20000000000000004,0.0,0.0
tile_0140,a black and white photo of a black and white photo of a black and white photo of a black and,a piece of green algae,a large green island,0.047619047619047616,0.4,0.08,0.4444444444444445,0.0,0.1707761131901165
tile_0141,a black and white cat with a black nose,a bird flying in the sky,a river with a small island in the middle,0.3333333333333333,0.3032653298563167,0.3333333333333333,0.4,0.06804963087832473,0.20613696606828605
tile_0142,a close up of a diamond,a river with a green field and a road,a flooded river in the middle of a rural area,0.256708559516296,0.2982797722714565,0.37499999999999994,0.3157894736842105,0.09867961797986957,0.07874460345594508
tile_0143,a green and white object on a table,aerial view of the amazon river,an aerial view of a farm in the middle of the country,0.07581633246407919,0.24525296078096154,0.1,0.4444444444444444,0.0,0.47728504560381624
tile_0144,a blur of a person in a suit,aerial view of the fields,aerial view of a green field with a small stream,0.2920502936517768,0.2207276647028654,0.33333333333333326,0.4,0.08704446792504217,0.317107466580271
tile_0145,a green glass vase,aerial view of the fields,an aerial view of a farm in the countryside,0.07162619921504752,0.35946317129377725,0.15384615384615383,0.5714285714285714,0.0,0.474330706497194
tile_0146,a black and white cat is looking at the camera,aerial view of farmland fields,an aerial view of a field with a road,0.10000000000000002,0.26959737847033294,0.10526315789473685,0.42857142857142855,0.0,0.34464214103805474
tile_0147,a red and green background with a pattern,an aerial view of a farm in the middle of a rural area,aerial view of a farm in the countryside,0.12500000000000003,0.5384615384615384,0.125,0.6666666666666667,0.0,0.602924908385507
tile_0148,a dog is sitting on a couch,"aerial image of the village of stow, suffolk",aerial view of the countryside,0.0,0.375,0.0,0.4615384615384615,0.0,0.4069290338737718
tile_0149,a green leaf with a white flower,aerial image of the site of the old railway,an aerial view of the site of the former site of the former site of the former site,0.0,0.24525296078096154,0.0,0.4444444444444444,0.0,0.6257030764974469
tile_0150,a cat is sitting on a table,an aerial view of a green field with a road,an aerial view of the site of the former farm,0.0,0.4,0.0,0.4000000000000001,0.0,0.31758174499497815
tile_0151,a close up of a diamond,aerial view of the river and fields,an aerial view of a farm in the countryside,0.2021768865708778,0.4294155960430205,0.26666666666666666,0.5,0.09867961797986957,0.368023208756115
tile_0152,a man in a suit and tie is holding a cell,aerial view of the fields,aerial view of a road in the countryside,0.18181818181818182,0.43904930887522114,0.2105263157894737,0.6153846153846154,0.07244081925041986,0.5193879933129156
